"TagID","Period","deployRiffleID","TagSize_mm","A_Axis_mm","B_Axis_mm","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","totalDistance_ft","movementDuration","DeployDate","LastRecapDate","deployID"
230000111743,"After","2A",32,119,97,74,"90",1151,"Cobble","SC1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51222
230000111743,"Before","3",32,119,97,74,"90",1151,"Cobble","SC1",1.18,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,326
230000111744,"After","2B",32,113,96,57,"90",914,"Cobble","SC1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51281
230000111744,"Before","3",32,113,96,57,"90",914,"Cobble","SC1",0.66,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,328
230000111745,"After","3",32,96,94,43,"90",833,"Cobble","SC1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51104
230000111745,"Before","2",32,96,94,43,"90",833,"Cobble","SC1",0.26,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,293
230000111746,"After","1",32,111,68,59,"90",775,"Cobble","SC1",6.59,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50213
230000111746,"Before","1",32,111,68,59,"90",775,"Cobble","SC1",2.08,"2019-04-16 to 2022-04-27",2019-04-16,2022-04-27,172
230000111747,"After","2A",32,110,100,59,"128",897,"Cobble","SC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51215
230000111747,"Before","2",32,110,100,59,"128",897,"Cobble","SC2",0.36,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,202
230000111748,"After","2B",32,154,99,80,"128",1669,"Cobble","SC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51278
230000111748,"Before","3",32,154,99,80,"128",1669,"Cobble","SC2",0.29,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,361
230000111749,"After","2B",32,157,125,80,"128",1961,"Cobble","SC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51285
230000111749,"Before","3",32,157,125,80,"128",1961,"Cobble","SC2",4.32,"2019-04-16 to 2022-04-28",2019-04-16,2022-04-28,354
230000298004,"After","2B",32,285,182,120,"256",11600,"Cobble","LC2",462.77,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50155
230000298005,"After","2B",32,183,158,100,"256",4300,"Cobble","LC2",716.52,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50167
230000298006,"After","GA1",32,264,167,82,"256",8600,"Cobble","LC2",5.13,"2023-04-25 to 2024-09-24",2023-04-25,2024-09-24,50305
230000298009,"After","3",32,225,149,112,"256",6900,"Cobble","LC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51155
230000298010,"After","3",32,310,175,65,"256",10400,"Cobble","LC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51195
230000298011,"After","1",32,235,210,63,"256",7400,"Cobble","LC2",3.21,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50284
230000298012,"After","2B",32,193,120,84,"256",4900,"Cobble","LC2",29.07,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50176
230000298013,"After","1",32,225,170,104,"256",9100,"Cobble","LC2",1.65,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50265
230000298015,"After","3",32,178,165,46,"256",57000,"Cobble","LC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51166
230000298016,"After","GA5",32,250,175,98,"256",9700,"Cobble","LC2",33.09,"2023-04-25 to 2024-09-24",2023-04-25,2024-09-24,50322
230000298018,"After","3",32,260,185,115,"256",6600,"Cobble","LC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51117
230000298019,"After","3",32,299,252,120,"256",14900,"Cobble","LC2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51150
231000039702,"After","1",14,42,38,25,"32",42,"Gravel","CG2",731.43,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50211
231000039704,"After","GA10",14,56,29,18,"32",50,"Gravel","CG2",0,"2024-04-25 to 2024-04-25",2024-04-25,NA,50368
231000039706,"After","GA2",14,46,27,26,"32",66,"Gravel","CG2",0,"2023-04-25 to 2023-04-25",2023-04-25,NA,50313
231000039708,"After","3",14,45,32,25,"32",60.5,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51130
231000039711,"After","1",14,38,34,22,"32",44,"Gravel","CG2",779.55,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50264
231000039712,"After","GA1",14,45,36,25,"32",54.5,"Gravel","CG2",7.84,"2023-04-25 to 2024-09-24",2023-04-25,2024-09-24,50301
231000039714,"After","1",14,55,24,20,"32",52.5,"Gravel","CG2",277.08,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50203
231000039715,"After","2A",14,61,31,17,"32",42,"Gravel","CG2",657.56,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50140
231000039719,"After","0",14,57,39,19,"45",74.5,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51034
231000039720,"After","1",14,88,39,14,"32",82,"Gravel","CG2",216.42,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50281
231000039721,"After","0",14,44,35,18,"45",57.5,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51088
231000039731,"After","2A",14,55,30,21,"32",87.5,"Gravel","CG2",0,"2023-04-24 to 2023-04-24",2023-04-24,NA,50103
231000039732,"After","2B",14,43,38,19,"32",46,"Gravel","CG2",0,"2023-04-24 to 2023-04-24",2023-04-24,NA,50166
231000039733,"After","1",14,47,37,20,"32",50,"Gravel","CG2",198.33,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50223
231000039734,"After","2A",14,59,31,30,"32",66,"Gravel","CG2",0,"2023-04-24 to 2023-04-24",2023-04-24,NA,50108
231000039735,"After","1",14,61,31,28,"32",87.5,"Gravel","CG2",1.57,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50261
231000039736,"After","2B",14,49,36,20,"32",55.5,"Gravel","CG2",18.54,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50152
231000039738,"After","1",14,45,34,23,"32",53.5,"Gravel","CG2",0.34,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50201
231000039740,"After","2B",14,50,33,20,"32",41,"Gravel","CG2",309.42,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50159
231000039741,"After","Overflow 1A",14,35,39,21,"32",35.5,"Gravel","CG2",0,"2023-04-25 to 2023-04-25",2023-04-25,NA,50338
231000039742,"After","0",14,36,36,26,"45",84,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51007
231000039743,"After","3",14,54,35,18,"32",51.5,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51144
231000039749,"After","3",14,53,28,12,"32",43.5,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51102
231000039751,"After","GA1",14,36,32,31,"32",58,"Gravel","CG2",6.35,"2023-04-25 to 2023-09-27",2023-04-25,2023-09-27,50307
231000039756,"After","2A",14,51,31,27,"32",59,"Gravel","CG2",232.85,"2023-04-24 to 2023-09-26",2023-04-24,2023-09-26,50110
231000039758,"After","1",14,40,33,18,"32",40.5,"Gravel","CG2",138.23,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50232
231000039765,"After","1",14,46,30,22,"32",44,"Gravel","CG2",85.77,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50241
231000039766,"After","GA7",14,38,35,26,"32",44,"Gravel","CG2",407.56,"2024-04-25 to 2024-09-24",2024-04-25,2024-09-24,50351
231000039767,"After","3",14,50,35,21,"32",67,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51105
231000039772,"After","0",14,42,34,21,"45",80.5,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51074
231000039774,"After","2A",14,45,32,20,"32",43.5,"Gravel","CG2",0,"2023-04-24 to 2023-04-24",2023-04-24,NA,50106
231000039778,"After","0",14,54,33,22,"45",61,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51058
231000039781,"After","1",14,52,28,24,"32",57.5,"Gravel","CG2",0.3,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50243
231000039788,"After","2A",14,51,36,18,"32",65,"Gravel","CG2",717.6,"2023-04-24 to 2024-09-24",2023-04-24,2024-09-24,50126
231000039789,"After","3",14,60,31,24,"32",57,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51147
231000039792,"After","2A",14,42,29,23,"32",40.5,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51205
231000039793,"After","3",14,61,35,26,"32",81.5,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51163
231000039794,"After","3",14,42,33,21,"45",79.5,"Gravel","VCG1",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51183
231000039796,"After","3",14,52,35,16,"32",58,"Gravel","CG2",0,"2024-10-16 to 2024-10-16",2024-10-16,NA,51128
