"","Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
"1028",50563,2803606.723,1266638.383,7447.999,"PITRCK","Relocate 2023",2023,"After",230000111606,"2B","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",627.73,191.332104,1,1,1,1,0,0,""
"1029",50565,2803931.92,1266657.855,7451.341,"PITRCK","Relocate 2023",2023,"After",230000111572,"2B","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",304.04,92.671392,1,1,1,1,0,0,""
"1030",50567,2803516.678,1266660.068,7448.304,"PITRCK","Relocate 2023",2023,"After",230000298005,"2B","Riffle 2",32,183,158,0.51837272,100,"256",4300,"Cobble","LC2","LC",716.43,218.367864,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1031",50568,2804146.573,1266631.448,7452.95,"PITRCK","Relocate 2023",2023,"After",230000111522,"2B","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",91.42,27.864816,1,1,1,1,0,1,""
"1032",50569,2803528.819,1266632.259,7448.334,"PITRCK","Relocate 2023",2023,"After",228000607504,"2B","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",699.95,213.34476,1,1,1,1,0,1,""
"1033",50571,2803754.442,1266647.144,7448.765,"PITRCK","Relocate 2023",2023,"After",230000111504,"2B","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",476.29,145.173192,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1034",50576,2804172.477,1266638.884,7453.665,"PITRCK","Relocate 2023",2023,"After",230000298012,"2B","Riffle 2",32,193,120,0.3937008,84,"256",4900,"Cobble","LC2","LC",27.19,8.287512,1,1,1,0,0,0,""
"1035",50578,2804190.828,1266621.612,7453.682,"PITRCK","Relocate 2023",2023,"After",230000111666,"2B","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",4.13,1.258824,1,1,1,0,0,0,""
"1036",50580,2803690.959,1266644.91,7448.491,"PITRCK","Relocate 2023",2023,"After",230000111705,"2B","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",502.93,153.293064,1,1,1,0,0,1,""
"1037",50591,2803441.393,1266632.216,7447.864,"PITRCK","Relocate 2023",2023,"After",230000111604,"2B","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",725.48,221.126304,1,1,1,0,0,1,""
"1038",50593,2804145.015,1266630.204,7453.159,"PITRCK","Relocate 2023",2023,"After",230000111726,"2B","Riffle 2",32,330,285,0.9350394,138,"362",32000,"Boulder","SB1","SB",29.1,8.86968,1,1,1,1,0,0,""
"1039",50595,2803781.673,1266641.795,7448.773,"PITRCK","Relocate 2023",2023,"After",230000111638,"2B","Riffle 2",32,165,133,0.43635172,106,"128",3239,"Cobble","SC2","SC",391.46,119.317008,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1040",50597,2803465.579,1266628.945,7448.169,"PITRCK","Relocate 2023",2023,"After",230000111673,"2B","Riffle 2",32,139,96,0.31496064,75,"128",1437,"Cobble","SC2","SC",709.66,216.304368,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1041",50599,2804177.618,1266641.731,7453.953,"PITRCK","Relocate 2023",2023,"After",230000111664,"2B","Riffle 2",32,116,88,0.28871392,67,"90",904,"Cobble","SC1","SC",1.02,0.310896,1,1,1,0,0,0,""
"1042",50600,2805198.105,1266508.702,7457.854,"PITRCK","Relocate 2023",2023,"After",209000133204,"GA1","GravelAug",23,66,55,0.1804462,45,"64",207.5,"Gravel","VCG2","VCG",19.77,6.025896,1,1,1,0,0,0,""
"1043",50601,2805211.261,1266503.676,7457.555,"PITRCK","Relocate 2023",2023,"After",231000039712,"GA1","GravelAug",14,45,36,0.11811024,25,"32",54.5,"Gravel","CG2","CG",5.79,1.764792,1,1,1,0,0,1,""
"1044",50602,2805214.977,1266496.844,7457.637,"PITRCK","Relocate 2023",2023,"After",209000133209,"GA1","GravelAug",23,124,118,0.38713912,87,"128",1659.5,"Cobble","SC2","SC",1.26,0.384048,1,1,1,0,0,0,""
"1045",50603,2805192.086,1266516.014,7456.981,"PITRCK","Relocate 2023",2023,"After",209000133181,"GA1","GravelAug",23,115,81,0.26574804,58,"90",893,"Cobble","SC1","SC",1.63,0.496824,1,1,1,0,0,0,""
"1046",50604,2805191.333,1266510.378,7457.675,"PITRCK","Relocate 2023",2023,"After",226001370216,"GA1","GravelAug",12,24,15,0.0492126,14,"16",4.961,"Gravel","MG2","MG",0.2,0.06096,0,1,1,1,0,1,""
"1047",50605,2805190.113,1266505.02,7458.378,"PITRCK","Relocate 2023",2023,"After",230000298006,"GA1","GravelAug",32,264,167,0.54790028,82,"256",8600,"Cobble","LC2","LC",0.48,0.146304,1,0,0,0,0,0,""
"1048",50606,2805177.594,1266497.841,7454.949,"PITRCK","Relocate 2023",2023,"After",209000133155,"GA1","GravelAug",23,118,85,0.2788714,39,"90",868,"Cobble","SC1","SC",12.78,3.895344,1,1,1,0,0,0,""
"1049",50607,2805164.956,1266523.703,7456.249,"PITRCK","Relocate 2023",2023,"After",231000039751,"GA1","GravelAug",14,36,32,0.10498688,31,"32",58,"Gravel","CG2","CG",6.35,1.93548,1,1,1,1,0,0,""
"1050",50608,2805162.43,1266514.752,7457.162,"PITRCK","Relocate 2023",2023,"After",209000133126,"GA1","GravelAug",23,196,92,0.30183728,78,"128",2591,"Cobble","SC2","SC",7.12,2.170176,1,1,1,0,0,0,""
"1051",50609,2805161.966,1266510.755,7456.56,"PITRCK","Relocate 2023",2023,"After",209000133194,"GA1","GravelAug",23,85,66,0.21653544,42,"64",348,"Gravel","VCG2","VCG",6.69,2.039112,1,1,1,0,0,0,""
"1052",50610,2804794.159,1266584.521,7453.824,"PITRCK","Relocate 2023",2023,"After",209000133134,"GA2","GravelAug",23,63,51,0.16732284,34,"64",157,"Gravel","VCG2","VCG",151.9,46.29912,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1053",50612,2804690.047,1266583.917,7454.466,"PITRCK","Relocate 2023",2023,"After",209000133192,"GA2","GravelAug",32,117,105,0.3444882,60,"128",1101,"Cobble","SC2","SC",253.02,77.120496,1,1,1,1,0,0,""
"1054",50614,2804898.757,1266460.755,7455.419,"PITRCK","Relocate 2023",2023,"After",209000133185,"GA3","GravelAug",23,99,63,0.20669292,40,"64",407,"Gravel","VCG2","VCG",15.7,4.78536,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1055",50616,2804904.04,1266470.243,7456.6,"PITRCK","Relocate 2023",2023,"After",209000133175,"GA3","GravelAug",23,159,105,0.3444882,68,"128",2043,"Cobble","SC2","SC",10.67,3.252216,1,1,1,0,0,1,"Approximate recap location.. approximate recap location"
"1056",50617,2804748.401,1266627.746,7456.105,"PITRCK","Relocate 2023",2023,"After",209000133130,"GA4","GravelAug",23,80,60,0.1968504,36,"64",289,"Gravel","VCG2","VCG",4.63,1.411224,1,1,1,0,0,1,""
"1057",50619,2804316.479,1266571.325,7453.22,"PITRCK","Relocate 2023",2023,"After",209000133137,"GA4","GravelAug",23,165,74,0.24278216,64,"90",1338.5,"Cobble","SC1","SC",435.33,132.688584,1,1,1,1,0,0,""
"1058",50620,2804735.972,1266615.274,7455.592,"PITRCK","Relocate 2023",2023,"After",209000133179,"GA4","GravelAug",23,84,58,0.19028872,47,"64",371,"Gravel","VCG2","VCG",12.68,3.864864,1,1,1,1,0,0,""
"1059",50621,2804508.317,1266578.019,7454.444,"PITRCK","Relocate 2023",2023,"After",209000133147,"GA5","GravelAug",23,65,61,0.20013124,41,"64",265.5,"Gravel","VCG2","VCG",183.91,56.055768,1,1,1,1,0,0,""
"1060",50622,2804659.149,1266599.928,7454.982,"PITRCK","Relocate 2023",2023,"After",230000298016,"GA5","GravelAug",32,250,175,0.574147,98,"256",9700,"Cobble","LC2","LC",30.96,9.436608,1,1,1,0,0,0,""
"1061",50626,2804173.645,1266623.372,7453.15,"PITRCK","Relocate 2023",2023,"After",209000133110,"GA6","GravelAug",23,131,92,0.30183728,72,"128",1429,"Cobble","SC2","SC",251.24,76.577952,1,1,1,1,0,0,""
"1062",50628,2804387.245,1266549.806,7453.353,"PITRCK","Relocate 2023",2023,"After",209000133191,"GA6","GravelAug",23,92,52,0.17060368,50,"64",543,"Gravel","VCG2","VCG",26.12,7.961376,1,1,1,1,0,0,""
"1063",50629,2804231.104,1266587.148,7452.711,"PITRCK","Relocate 2023",2023,"After",209000133151,"GA6","GravelAug",23,90,58,0.19028872,40,"64",295.5,"Gravel","VCG2","VCG",187.17,57.049416,1,1,1,1,0,1,""
"1064",50630,2804193.217,1266526.098,7455.41,"PITRCK","Relocate 2023",2023,"After",226001370205,"Overflow 1C","Overflow",12,35,25,0.082021,18,"32",45,"Gravel","CG2","CG",1.27,0.387096,1,1,1,0,0,1,""
"1065",50631,2804196.453,1266527.43,7455.35,"PITRCK","Relocate 2023",2023,"After",226001370222,"Overflow 1C","Overflow",12,26,18,0.05905512,11,"16",7.0078,"Gravel","MG2","MG",0.16,0.048768,0,1,1,0,0,1,""
"1066",50632,2804197.652,1266532.927,7455.193,"PITRCK","Relocate 2023",2023,"After",226001370230,"Overflow 1C","Overflow",12,47,29,0.09514436,16,"32",59,"Gravel","CG2","CG",3.59,1.094232,1,1,1,0,0,1,""
"1067",50634,2804173.06,1266563.324,7455.044,"PITRCK","Relocate 2023",2023,"After",226001370236,"Overflow 1C","Overflow",12,27,21,0.06889764,16,"32",33,"Gravel","CG2","CG",42.62,12.990576,1,1,1,0,0,1,""
"1068",50636,2804596.078,1266518.97,7456.679,"PITRCK","Relocate 2023",2023,"After",226001370291,"Overflow 1A","Overflow",12,36,29,0.09514436,10,"32",32,"Gravel","CG2","CG",75.79,23.100792,1,1,1,0,0,0,""
"1069",50639,2804431.383,1266547.313,7452.37,"PITRCK","Relocate 2023",2023,"After",226001370204,"Overflow 1A","Overflow",12,21,18,0.05905512,10,"16",5.067,"Gravel","MG2","MG",243.14,74.109072,1,1,1,0,0,1,""
"1070",50700,2806340.14,1266540.5,7460.45,"PITRCK","Relocate 2024",2024,"After",230000111712,"1","Riffle 1",32,176,113,0.37073492,74,"128",2062,"Cobble","SC2","SC",1.05,0.32004,1,1,1,0,0,0,""
"1071",50701,2806340.1,1266546.66,7458.86,"PITRCK","Relocate 2024",2024,"After",231000039738,"1","Riffle 1",14,45,34,0.11154856,23,"32",53.5,"Gravel","CG2","CG",0.23,0.070104,0,1,1,0,0,1,"Approximate recap location."
"1072",50702,2806337.52,1266553.09,7458.36,"PITRCK","Relocate 2024",2024,"After",230000111683,"1","Riffle 1",32,132,90,0.2952756,80,"128",1427,"Cobble","SC2","SC",0.48,0.146304,0,1,0,0,0,1,"Approximate recap location."
"1073",50703,2806064.46,1266520.04,7456.99,"PITRCK","Relocate 2024",2024,"After",231000039714,"1","Riffle 1",14,55,24,0.07874016,20,"32",52.5,"Gravel","CG2","CG",265.79,81.012792,1,1,1,0,0,1,""
"1074",50705,2806331.51,1266566.22,7459.22,"PITRCK","Relocate 2024",2024,"After",230000111708,"1","Riffle 1",32,181,124,0.40682416,84,"128",2277,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,""
"1075",50707,2806333.54,1266578.16,7459.8,"PITRCK","Relocate 2024",2024,"After",230000111578,"1","Riffle 1",32,374,275,0.902231,144,">256",19700,"Boulder","SB1","SB",0.14,0.042672,0,0,0,0,0,0,""
"1076",50708,2806329.1,1266581.43,7459.04,"PITRCK","Relocate 2024",2024,"After",228000607513,"1","Riffle 1",23,91,60,0.1968504,38,"64",273,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,0,0,1,""
"1077",50709,2806313.68,1266585.8,7458.57,"PITRCK","Relocate 2024",2024,"After",226001370256,"1","Riffle 1",12,20,17,0.05577428,7,"16",2.964,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
"1078",50710,2806334.9,1266594.6,7459.32,"PITRCK","Relocate 2024",2024,"After",230000111717,"1","Riffle 1",32,135,93,0.30511812,59,"90",1398,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,""
"1079",50711,2805607.38,1266527.71,7458.55,"PITRCK","Relocate 2024",2024,"After",231000039702,"1","Riffle 1",14,42,38,0.12467192,25,"32",42,"Gravel","CG2","CG",718.88,219.114624,1,1,1,0,0,1,""
"1080",50712,2806332.46,1266607.76,7459.04,"PITRCK","Relocate 2024",2024,"After",230000111562,"1","Riffle 1",32,197,169,0.55446196,68,"180",3575,"Cobble","LC1","LC",0.12,0.036576,0,0,0,0,0,0,""
"1081",50713,2806326.64,1266611.82,7459.19,"PITRCK","Relocate 2024",2024,"After",230000111746,"1","Riffle 1",32,111,68,0.22309712,59,"90",775,"Cobble","SC1","SC",5.16,1.572768,1,1,1,0,0,0,""
"1082",50714,2806330.48,1266620.69,7459.88,"PITRCK","Relocate 2024",2024,"After",230000111725,"1","Riffle 1",32,312,245,0.8038058,140,"256",18500,"Cobble","LC2","LC",0.26,0.079248,0,0,0,0,0,0,""
"1083",50716,2806208.9,1266599.19,7457.99,"PITRCK","Relocate 2024",2024,"After",230000111631,"1","Riffle 1",32,97,56,0.18372704,50,"64",363,"Gravel","VCG2","VCG",80.71,24.600408,1,1,1,0,0,0,""
"1084",50717,2806267.42,1266622.44,7458.23,"PITRCK","Relocate 2024",2024,"After",228000607546,"1","Riffle 1",23,97,71,0.23293964,35,"64",338,"Gravel","VCG2","VCG",6.09,1.856232,1,1,1,0,0,0,""
"1085",50718,2806329.19,1266654.05,7459.41,"PITRCK","Relocate 2024",2024,"After",228000607532,"1","Riffle 1",23,90,55,0.1804462,42,"64",446,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,0,0,0,""
"1086",50719,2805242.018,1266566.49,NA,"PITRCK","Relocate 2024",2024,"After",226001370318,"1","Riffle 1",12,28,16,0.05249344,8,"16",6.618,"Gravel","MG2","MG",NA,NA,0,NA,NA,0,0,0,"M34 Detection Only."
"1087",50720,2806314.04,1266538.66,7459.67,"PITRCK","Relocate 2024",2024,"After",230000111596,"1","Riffle 1",32,86,73,0.23950132,64,"90",548,"Cobble","SC1","SC",2.27,0.691896,1,1,1,0,0,0,""
"1088",50721,2805553.36,1266496.74,7456.78,"PITRCK","Relocate 2024",2024,"After",226001370376,"1","Riffle 1",12,25,17,0.05577428,7,"16",5.594,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,""
"1089",50722,2806307.53,1266549.88,7458.41,"PITRCK","Relocate 2024",2024,"After",230000111581,"1","Riffle 1",32,113,101,0.33136484,43,"90",755,"Cobble","SC1","SC",0.03,0.009144,0,0,0,0,0,1,""
"1090",50723,2806120.47,1266531.2,7456.95,"PITRCK","Relocate 2024",2024,"After",231000039733,"1","Riffle 1",14,47,37,0.12139108,20,"32",50,"Gravel","CG2","CG",41.16,12.545568,1,1,1,0,0,1,""
"1091",50724,2806309.05,1266556.83,7458.58,"PITRCK","Relocate 2024",2024,"After",230000111734,"1","Riffle 1",32,120,104,0.34120736,64,"128",1233,"Cobble","SC2","SC",0.6,0.18288,1,1,0,1,0,0,""
"1092",50728,2806304.34,1266592.52,7459.04,"PITRCK","Relocate 2024",2024,"After",230000111575,"1","Riffle 1",32,135,96,0.31496064,53,"90",1034,"Cobble","SC1","SC",0.08,0.024384,0,0,0,1,0,0,""
"1093",50729,2806311.78,1266599.72,7459.97,"PITRCK","Relocate 2024",2024,"After",230000111733,"1","Riffle 1",32,303,265,0.8694226,148,">256",15900,"Boulder","SB1","SB",0.13,0.039624,0,0,0,0,0,0,""
"1094",50731,2806271.74,1266620.93,7458.64,"PITRCK","Relocate 2024",2024,"After",230000111700,"1","Riffle 1",32,131,82,0.26902888,56,"90",709,"Cobble","SC1","SC",37.2,11.33856,0,1,1,1,0,0,""
"1095",50732,2806175.163,1266595.613,NA,"PITRCK","Relocate 2024",2024,"After",231000039758,"1","Riffle 1",14,40,33,0.10826772,18,"32",40.5,"Gravel","CG2","CG",55.17,16.815816,0,1,1,0,0,0,"M34 Detection Only."
"1096",50733,2806304.17,1266626.23,7458.76,"PITRCK","Relocate 2024",2024,"After",230000111668,"1","Riffle 1",32,177,112,0.36745408,67,"128",1929,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,""
"1097",50734,2806259.68,1266616.59,7458.54,"PITRCK","Relocate 2024",2024,"After",228000607552,"1","Riffle 1",23,75,64,0.20997376,54,"64",543,"Gravel","VCG2","VCG",25.94,7.906512,1,1,1,0,0,0,""
"1098",50735,2806221.95,1266601.077,NA,"PITRCK","Relocate 2024",2024,"After",226001370277,"1","Riffle 1",12,23,15,0.0492126,13,"16",6.062,"Gravel","MG2","MG",93.25,28.4226,0,1,1,0,0,0,"M34 Detection Only."
"1099",50736,2806293.14,1266643.03,7457.92,"PITRCK","Relocate 2024",2024,"After",230000111545,"1","Riffle 1",32,121,71,0.23293964,58,"90",829,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,""
"1100",50737,2806303.72,1266653.4,7458.99,"PITRCK","Relocate 2024",2024,"After",230000111540,"1","Riffle 1",32,119,82,0.26902888,59,"90",734,"Cobble","SC1","SC",0.26,0.079248,1,0,0,0,0,0,""
"1101",50738,2806300.46,1266660.13,7459.17,"PITRCK","Relocate 2024",2024,"After",230000111735,"1","Riffle 1",32,141,117,0.38385828,56,"128",1706,"Cobble","SC2","SC",0.51,0.155448,1,1,0,0,0,0,""
"1102",50739,2806108.23,1266588.92,7457.35,"PITRCK","Relocate 2024",2024,"After",226001370243,"1","Riffle 1",12,20,18,0.05905512,11,"16",4.967,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,""
"1103",50740,2806299.79,1266541.68,7459.03,"PITRCK","Relocate 2024",2024,"After",230000111686,"1","Riffle 1",32,110,78,0.25590552,34,"90",601,"Cobble","SC1","SC",0.65,0.19812,0,1,1,0,0,0,""
"1104",50741,2806214.34,1266536.21,7458.04,"PITRCK","Relocate 2024",2024,"After",231000039765,"1","Riffle 1",14,46,30,0.0984252,22,"32",44,"Gravel","CG2","CG",NA,NA,1,NA,NA,0,0,1,""
"1105",50742,2806268.081,1266558.459,NA,"PITRCK","Relocate 2024",2024,"After",230000111592,"1","Riffle 1",32,213,113,0.37073492,49,"128",2412,"Cobble","SC2","SC",30.81,9.390888,0,1,1,0,0,0,"M34 Detection Only."
"1106",50743,2806297.48,1266560.38,7458.35,"PITRCK","Relocate 2024",2024,"After",231000039781,"1","Riffle 1",14,52,28,0.09186352,24,"32",57.5,"Gravel","CG2","CG",0.26,0.079248,0,1,1,0,0,1,""
"1107",50744,2806285.99,1266569.03,7458.81,"PITRCK","Relocate 2024",2024,"After",230000111695,"1","Riffle 1",32,120,97,0.31824148,77,"90",1034,"Cobble","SC1","SC",1.87,0.569976,1,1,1,1,0,0,""
"1108",50746,2806293.35,1266584.56,7458.78,"PITRCK","Relocate 2024",2024,"After",230000111555,"1","Riffle 1",32,109,71,0.23293964,69,"90",826,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,""
"1109",50747,2806293.32,1266594.05,7458.46,"PITRCK","Relocate 2024",2024,"After",228000607507,"1","Riffle 1",23,65,45,0.1476378,42,"64",197,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,0,0,1,""
"1110",50748,2806286.34,1266599.03,7458.64,"PITRCK","Relocate 2024",2024,"After",230000111644,"1","Riffle 1",32,135,93,0.30511812,72,"90",1442,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,""
"1111",50749,2806210.43,1266582.81,7457.87,"PITRCK","Relocate 2024",2024,"After",230000111698,"1","Riffle 1",32,89,82,0.26902888,70,"90",771,"Cobble","SC1","SC",69.24,21.104352,1,1,1,0,0,0,""
"1112",50750,2806289.87,1266613.28,7459.05,"PITRCK","Relocate 2024",2024,"After",230000111614,"1","Riffle 1",32,306,205,0.6725722,256,"256",18900,"Cobble","LC2","LC",0.47,0.143256,1,0,0,0,0,0,""
"1113",50751,2806289.29,1266621.85,7458.29,"PITRCK","Relocate 2024",2024,"After",228000607509,"1","Riffle 1",23,106,64,0.20997376,36,"64",440,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,1,""
"1114",50752,2806136.2,1266595.64,7457.81,"PITRCK","Relocate 2024",2024,"After",228000607549,"1","Riffle 1",23,72,50,0.164042,38,"64",185,"Gravel","VCG2","VCG",109.17,33.275016,1,1,1,0,0,0,""
"1115",50753,2806264.56,1266618.6,7458.06,"PITRCK","Relocate 2024",2024,"After",228000607571,"1","Riffle 1",23,127,71,0.23293964,31,"64",415,"Gravel","VCG2","VCG",7.47,2.276856,1,1,1,0,0,0,""
"1116",50754,2806283.03,1266635.4,7458.31,"PITRCK","Relocate 2024",2024,"After",228000607541,"1","Riffle 1",23,91,64,0.20997376,40,"64",398,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,1,0,0,""
"1117",50755,2806288.38,1266646.22,7458.26,"PITRCK","Relocate 2024",2024,"After",228000607534,"1","Riffle 1",23,70,63,0.20669292,55,"64",654,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,1,0,0,""
"1118",50756,2806287.53,1266650.05,7458.5,"PITRCK","Relocate 2024",2024,"After",228000607577,"1","Riffle 1",23,94,66,0.21653544,23,"64",361,"Gravel","VCG2","VCG",1.57,0.478536,1,1,1,0,0,0,""
"1119",50757,2806288.46,1266654.98,7458.76,"PITRCK","Relocate 2024",2024,"After",226001370244,"1","Riffle 1",12,17,15,0.0492126,9,"16",3.148,"Gravel","MG2","MG",0.26,0.079248,0,1,1,0,0,1,""
"1120",50758,2806286.23,1266658.83,7459.09,"PITRCK","Relocate 2024",2024,"After",228000607517,"1","Riffle 1",23,68,56,0.18372704,43,"64",241,"Gravel","VCG2","VCG",0.18,0.054864,0,0,0,0,0,0,""
"1121",50759,2806287.59,1266662.99,7459.13,"PITRCK","Relocate 2024",2024,"After",228000607560,"1","Riffle 1",23,82,64,0.20997376,37,"64",407,"Gravel","VCG2","VCG",0.15,0.04572,0,0,0,1,0,0,""
"1122",50760,2806252.3,1266533.71,7458.69,"PITRCK","Relocate 2024",2024,"After",230000111560,"1","Riffle 1",32,91,75,0.246063,50,"64",337,"Gravel","VCG2","VCG",3.43,1.045464,1,1,1,0,0,0,""
"1123",50761,2806257.65,1266537.95,7458.86,"PITRCK","Relocate 2024",2024,"After",231000039735,"1","Riffle 1",14,61,31,0.10170604,28,"32",87.5,"Gravel","CG2","CG",0.16,0.048768,0,1,0,0,0,1,""
"1124",50762,2806257.6,1266542.29,7458.75,"PITRCK","Relocate 2024",2024,"After",230000111566,"1","Riffle 1",32,134,115,0.3772966,43,"128",1003,"Cobble","SC2","SC",0.1,0.03048,0,0,0,0,0,0,""
"1125",50763,2806145.88,1266538,7457.23,"PITRCK","Relocate 2024",2024,"After",228000607573,"1","Riffle 1",23,102,61,0.20013124,48,"64",550,"Gravel","VCG2","VCG",50.99,15.541752,1,1,1,0,0,0,""
"1126",50764,2805477.29,1266522.22,7456.76,"PITRCK","Relocate 2024",2024,"After",231000039711,"1","Riffle 1",14,38,34,0.11154856,22,"32",44,"Gravel","CG2","CG",307.52,93.732096,1,1,1,0,0,0,""
"1127",50765,2806253.37,1266559.99,7459.29,"PITRCK","Relocate 2024",2024,"After",230000298013,"1","Riffle 1",32,225,170,0.5577428,104,"256",9100,"Cobble","LC2","LC",0.17,0.051816,0,0,0,0,0,0,""
"1128",50766,2806218.87,1266564.7,7458.08,"PITRCK","Relocate 2024",2024,"After",228000607524,"1","Riffle 1",23,86,68,0.22309712,54,"64",562,"Gravel","VCG2","VCG",21.72,6.620256,1,1,1,1,0,0,""
"1129",50767,2806165.98,1266560.53,7457.3,"PITRCK","Relocate 2024",2024,"After",228000607535,"1","Riffle 1",23,74,54,0.17716536,36,"64",254,"Gravel","VCG2","VCG",53.05,16.16964,1,1,1,0,0,1,""
"1130",50768,2806251.1,1266580.45,7458.39,"PITRCK","Relocate 2024",2024,"After",230000111643,"1","Riffle 1",32,184,125,0.410105,58,"128",2352,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,""
"1131",50769,2806247.51,1266581.61,7458.41,"PITRCK","Relocate 2024",2024,"After",228000607505,"1","Riffle 1",23,94,61,0.20013124,41,"64",336,"Gravel","VCG2","VCG",2.23,0.679704,1,1,1,0,0,0,""
"1132",50771,2806247.93,1266595.68,7458.43,"PITRCK","Relocate 2024",2024,"After",230000111534,"1","Riffle 1",32,157,135,0.4429134,130,"180",3638,"Cobble","LC1","LC",0.07,0.021336,0,0,0,0,0,0,""
"1133",50772,2806246.6,1266603.3,7458.35,"PITRCK","Relocate 2024",2024,"After",228000607565,"1","Riffle 1",23,94,58,0.19028872,56,"64",433,"Gravel","VCG2","VCG",0.28,0.085344,1,1,0,1,0,0,""
"1134",50773,2806174.62,1266583.81,7457.48,"PITRCK","Relocate 2024",2024,"After",228000607520,"1","Riffle 1",23,90,64,0.20997376,52,"64",543,"Gravel","VCG2","VCG",77.29,23.557992,1,1,1,0,0,0,""
"1135",50774,2806241.53,1266614.7,7458.13,"PITRCK","Relocate 2024",2024,"After",230000111541,"1","Riffle 1",32,356,290,0.9514436,138,">256",14100,"Boulder","SB1","SB",5.03,1.533144,1,1,1,0,0,0,""
"1136",50775,2806244.94,1266622.08,7458.6,"PITRCK","Relocate 2024",2024,"After",230000111523,"1","Riffle 1",32,150,109,0.35761156,78,"128",1992,"Cobble","SC2","SC",1.93,0.588264,1,1,1,0,0,0,""
"1137",50777,2806210.91,1266615.96,7458.46,"PITRCK","Relocate 2024",2024,"After",230000111684,"1","Riffle 1",32,198,117,0.38385828,64,"128",2248,"Cobble","SC2","SC",0.16,0.048768,1,0,0,0,0,1,""
"1138",50779,2806059.04,1266586.43,7457.59,"PITRCK","Relocate 2024",2024,"After",230000111527,"1","Riffle 1",32,139,76,0.24934384,75,"90",1153,"Cobble","SC1","SC",46.52,14.179296,1,1,1,0,0,0,""
"1139",50780,2806239.48,1266524.65,7459.35,"PITRCK","Relocate 2024",2024,"After",228000607516,"1","Riffle 1",23,81,63,0.20669292,55,"64",514,"Gravel","VCG2","VCG",0.25,0.0762,1,1,0,0,0,1,""
"1140",50781,2806022.64,1266526.23,7457.3,"PITRCK","Relocate 2024",2024,"After",231000039720,"1","Riffle 1",14,88,39,0.12795276,14,"32",82,"Gravel","CG2","CG",109.42,33.351216,1,1,1,0,0,1,""
"1141",50782,2806237.31,1266539.63,7458.61,"PITRCK","Relocate 2024",2024,"After",230000111728,"1","Riffle 1",32,165,123,0.40354332,75,"180",2327,"Cobble","LC1","LC",0.19,0.057912,0,0,0,0,0,0,""
"1142",50783,2806219.93,1266543.52,7458.04,"PITRCK","Relocate 2024",2024,"After",228000607537,"1","Riffle 1",23,95,61,0.20013124,35,"64",458,"Gravel","VCG2","VCG",16.02,4.882896,1,1,1,0,0,0,""
"1143",50784,2806232.34,1266549.84,7458.51,"PITRCK","Relocate 2024",2024,"After",230000298011,"1","Riffle 1",32,235,210,0.6889764,63,"256",7400,"Cobble","LC2","LC",0.08,0.024384,0,0,0,1,0,0,""
