"Point","E","N","Elevation","Code","SurveyID","Date","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Field_Movement","Hiding","Embedded","Buried","DetectionType","allNotes"
51300,2806339.83,1266540.49,"7460.25","PITRCK","Relocate 2025","9/16/2025","After",230000111712,"1","Riffle 1",32,176,113,74,"128",2062,"Cobble","SC2",0,0,0,0,"Trimble",""
51301,2806340.35,1266546.54,"7459","PITRCK","Relocate 2025","9/16/2025","After",231000039738,"1","Riffle 1",14,45,34,23,"32",53.5,"Gravel","CG2",0,0,0,1,"Trimble"," Approximate recap location."
51302,2806338.28,1266554.27,"7458.66","PITRCK","Relocate 2025","9/16/2025","After",230000111683,"1","Riffle 1",32,132,90,80,"128",1427,"Cobble","SC2",0,0,0,1,"Trimble"," Approximate recap location."
51303,2806064.48,1266520.15,"7456.88","PITRCK","Relocate 2025","9/16/2025","After",231000039714,"1","Riffle 1",14,55,24,20,"32",52.5,"Gravel","CG2",0,0,0,0,"Trimble",""
51305,2806331.49,1266566.36,"7459.28","PITRCK","Relocate 2025","9/16/2025","After",230000111708,"1","Riffle 1",32,181,124,84,"128",2277,"Cobble","SC2",0,0,0,0,"Trimble",""
51307,2806333.56,1266578.16,"7459.73","PITRCK","Relocate 2025","9/16/2025","After",230000111578,"1","Riffle 1",32,374,275,144,">256",19700,"Boulder","SB1",0,0,0,0,"Trimble",""
51308,2806328.94,1266581.22,"7459","PITRCK","Relocate 2025","9/16/2025","After",228000607513,"1","Riffle 1",23,91,60,38,"64",273,"Gravel","VCG2",0,0,0,1,"Trimble"," Approximate recap location."
51309,2806313.77,1266585.77,"7458.71","PITRCK","Relocate 2025","9/16/2025","After",226001370256,"1","Riffle 1",12,20,17,7,"16",2.964,"Gravel","MG2",0,0,0,1,"Trimble"," Approximate recap location."
51310,2806334.84,1266594.6,"7459.37","PITRCK","Relocate 2025","9/16/2025","After",230000111717,"1","Riffle 1",32,135,93,59,"90",1398,"Cobble","SC1",0,0,0,0,"Trimble",""
51311,2805607.47,1266527.9,"7458.6","PITRCK","Relocate 2025","9/16/2025","After",231000039702,"1","Riffle 1",14,42,38,25,"32",42,"Gravel","CG2",0,0,0,1,"Trimble"," Approximate recap location."
51312,2806332.46,1266607.87,"7459.02","PITRCK","Relocate 2025","9/16/2025","After",230000111562,"1","Riffle 1",32,197,169,68,"180",3575,"Cobble","LC1",0,1,0,0,"Trimble",""
51313,2806326.74,1266611.9,"7459.23","PITRCK","Relocate 2025","9/16/2025","After",230000111746,"1","Riffle 1",32,111,68,59,"90",775,"Cobble","SC1",0,0,0,0,"Trimble",""
51314,2806330.54,1266620.33,"7459.77","PITRCK","Relocate 2025","9/16/2025","After",230000111725,"1","Riffle 1",32,312,245,140,"256",18500,"Cobble","LC2",0,0,0,0,"Trimble",""
51316,2806208.88,1266599.15,"7457.95","PITRCK","Relocate 2025","9/16/2025","After",230000111631,"1","Riffle 1",32,97,56,50,"64",363,"Gravel","VCG2",0,0,0,0,"Trimble",""
51317,2806267.56,1266622.23,"7458.11","PITRCK","Relocate 2025","9/16/2025","After",228000607546,"1","Riffle 1",23,97,71,35,"64",338,"Gravel","VCG2",0,0,0,0,"Trimble",""
51318,2806328.93,1266653.79,"7459.33","PITRCK","Relocate 2025","9/16/2025","After",228000607532,"1","Riffle 1",23,90,55,42,"64",446,"Gravel","VCG2",0,1,0,0,"Trimble",""
51320,2806314.03,1266538.73,"7459.8","PITRCK","Relocate 2025","9/16/2025","After",230000111596,"1","Riffle 1",32,86,73,64,"90",548,"Cobble","SC1",0,0,0,0,"Trimble",""
51321,2805553.31,1266497.01,"7456.8","PITRCK","Relocate 2025","9/16/2025","After",226001370376,"1","Riffle 1",12,25,17,7,"16",5.594,"Gravel","MG2",0,0,0,1,"Trimble"," Approximate recap location."
51322,2806307.55,1266549.98,"7458.47","PITRCK","Relocate 2025","9/16/2025","After",230000111581,"1","Riffle 1",32,113,101,43,"90",755,"Cobble","SC1",0,0,0,1,"Trimble",""
51323,2806120.77,1266531.88,"7456.97","PITRCK","Relocate 2025","9/22/2025","After",231000039733,"1","Riffle 1",14,47,37,20,"32",50,"Gravel","CG2",1,0,0,1,"Trimble",""
51324,2806309.02,1266556.72,"7458.56","PITRCK","Relocate 2025","9/16/2025","After",230000111734,"1","Riffle 1",32,120,104,64,"128",1233,"Cobble","SC2",0,0,1,0,"Trimble",""
51328,2806304.43,1266592.45,"7459.03","PITRCK","Relocate 2025","9/16/2025","After",230000111575,"1","Riffle 1",32,135,96,53,"90",1034,"Cobble","SC1",0,0,0,1,"Trimble",""
51329,2806311.88,1266599.6,"7459.93","PITRCK","Relocate 2025","9/16/2025","After",230000111733,"1","Riffle 1",32,303,265,148,">256",15900,"Boulder","SB1",0,0,0,0,"Trimble",""
51331,2806271.68,1266620.8,"7458.68","PITRCK","Relocate 2025","9/16/2025","After",230000111700,"1","Riffle 1",32,131,82,56,"90",709,"Cobble","SC1",0,0,0,0,"Trimble",""
51332,2806207.74,1266595.61,"7457.56","PITRCK","Relocate 2025","9/16/2025","After",231000039758,"1","Riffle 1",14,40,33,18,"32",40.5,"Gravel","CG2",0,0,0,1,"Trimble",""
51333,2806304.22,1266626.32,"7458.94","PITRCK","Relocate 2025","9/16/2025","After",230000111668,"1","Riffle 1",32,177,112,67,"128",1929,"Cobble","SC2",0,0,0,0,"Trimble",""
51334,2806259.58,1266616.69,"7458.53","PITRCK","Relocate 2025","9/16/2025","After",228000607552,"1","Riffle 1",23,75,64,54,"64",543,"Gravel","VCG2",0,0,0,0,"Trimble",""
51335,2806224.755,1266586.71,"<Null>","PITRCK","Relocate 2025","9/16/2025","After",226001370277,"1","Riffle 1",12,23,15,13,"16",6.062,"Gravel","MG2",0,0,0,0,"Mobile","approximate coordinates from M4 Backpack. "
51336,2806293.31,1266642.91,"7457.95","PITRCK","Relocate 2025","9/16/2025","After",230000111545,"1","Riffle 1",32,121,71,58,"90",829,"Cobble","SC1",0,1,0,0,"Trimble",""
51337,2806303.76,1266653.45,"7458.99","PITRCK","Relocate 2025","9/16/2025","After",230000111540,"1","Riffle 1",32,119,82,59,"90",734,"Cobble","SC1",0,0,0,0,"Trimble",""
51338,2806300.61,1266660.14,"7459.26","PITRCK","Relocate 2025","9/16/2025","After",230000111735,"1","Riffle 1",32,141,117,56,"128",1706,"Cobble","SC2",0,1,0,0,"Trimble",""
51339,2806108.07,1266588.98,"7457.34","PITRCK","Relocate 2025","9/22/2025","After",226001370243,"1","Riffle 1",12,20,18,11,"16",4.967,"Gravel","MG2",0,0,0,1,"Trimble",""
51340,2806299.77,1266541.77,"7459.13","PITRCK","Relocate 2025","9/16/2025","After",230000111686,"1","Riffle 1",32,110,78,34,"90",601,"Cobble","SC1",0,0,0,0,"Trimble",""
51341,2806214.32,1266536.37,"7457.99","PITRCK","Relocate 2025","9/16/2025","After",231000039765,"1","Riffle 1",14,46,30,22,"32",44,"Gravel","CG2",0,0,0,1,"Trimble","tag could be damaged, trouble detecting. "
51342,2806298.16,1266551.92,"7458.92","PITRCK","Relocate 2025","9/16/2025","After",230000111592,"1","Riffle 1",32,213,113,49,"128",2412,"Cobble","SC2",0,0,0,0,"Trimble",""
51343,2806297.72,1266560.22,"7458.42","PITRCK","Relocate 2025","9/16/2025","After",231000039781,"1","Riffle 1",14,52,28,24,"32",57.5,"Gravel","CG2",0,0,0,1,"Trimble"," Approximate recap location."
51344,2806285.96,1266569.33,"7458.87","PITRCK","Relocate 2025","9/16/2025","After",230000111695,"1","Riffle 1",32,120,97,77,"90",1034,"Cobble","SC1",1,0,0,0,"Trimble",""
51346,2806293.25,1266584.43,"7458.6","PITRCK","Relocate 2025","9/16/2025","After",230000111555,"1","Riffle 1",32,109,71,69,"90",826,"Cobble","SC1",0,1,0,0,"Trimble",""
51347,2806293.69,1266594.59,"7459.16","PITRCK","Relocate 2025","9/16/2025","After",228000607507,"1","Riffle 1",23,65,45,42,"64",197,"Gravel","VCG2",0,0,0,1,"Trimble"," Approximate recap location."
51348,2806286.35,1266598.99,"7458.83","PITRCK","Relocate 2025","9/16/2025","After",230000111644,"1","Riffle 1",32,135,93,72,"90",1442,"Cobble","SC1",0,0,0,1,"Trimble",""
51349,2806210.14,1266582.67,"7457.7","PITRCK","Relocate 2025","9/16/2025","After",230000111698,"1","Riffle 1",32,89,82,70,"90",771,"Cobble","SC1",1,0,0,0,"Trimble",""
51350,2806289.87,1266613.38,"7458.97","PITRCK","Relocate 2025","9/22/2025","After",230000111614,"1","Riffle 1",32,306,205,256,"256",18900,"Cobble","LC2",0,0,0,0,"Trimble",""
51351,2806288.64,1266621.61,"7458.06","PITRCK","Relocate 2025","9/22/2025","After",228000607509,"1","Riffle 1",23,106,64,36,"64",440,"Gravel","VCG2",0,0,0,1,"Trimble"," Approximate recap location."
51352,2806136.26,1266595.7,"7457.72","PITRCK","Relocate 2025","9/22/2025","After",228000607549,"1","Riffle 1",23,72,50,38,"64",185,"Gravel","VCG2",0,1,0,0,"Trimble",""
51353,2806264.59,1266618.67,"7458.14","PITRCK","Relocate 2025","9/16/2025","After",228000607571,"1","Riffle 1",23,127,71,31,"64",415,"Gravel","VCG2",0,0,0,0,"Trimble",""
51354,2806271.5,1266622.77,"<Null>","PITRCK","Relocate 2025","9/15/2025","After",228000607541,"1","Riffle 1",23,91,64,40,"64",398,"Gravel","VCG2",0,0,0,0,"Mobile","approximate coordinates from M3 Packraft. "
51355,2806288.38,1266646.55,"7458.31","PITRCK","Relocate 2025","9/16/2025","After",228000607534,"1","Riffle 1",23,70,63,55,"64",654,"Gravel","VCG2",1,0,0,1,"Trimble",""
51356,2806287.53,1266649.89,"7458.57","PITRCK","Relocate 2025","9/16/2025","After",228000607577,"1","Riffle 1",23,94,66,23,"64",361,"Gravel","VCG2",0,0,0,0,"Trimble",""
51357,2806285.49,1266652.52,"7458.68","PITRCK","Relocate 2025","9/16/2025","After",226001370244,"1","Riffle 1",12,17,15,9,"16",3.148,"Gravel","MG2",1,0,0,1,"Trimble"," Approximate recap location."
51358,2806286.23,1266658.8,"7459.16","PITRCK","Relocate 2025","9/16/2025","After",228000607517,"1","Riffle 1",23,68,56,43,"64",241,"Gravel","VCG2",0,0,0,0,"Trimble",""
51359,2806287.69,1266663.07,"7459.17","PITRCK","Relocate 2025","9/16/2025","After",228000607560,"1","Riffle 1",23,82,64,37,"64",407,"Gravel","VCG2",0,0,0,0,"Trimble",""
51360,2806252.28,1266533.76,"7458.25","PITRCK","Relocate 2025","9/16/2025","After",230000111560,"1","Riffle 1",32,91,75,50,"64",337,"Gravel","VCG2",1,0,0,0,"Trimble",""
51361,2806257.55,1266537.89,"7458.66","PITRCK","Relocate 2025","9/16/2025","After",231000039735,"1","Riffle 1",14,61,31,28,"32",87.5,"Gravel","CG2",0,0,0,1,"Trimble",""
51362,2806257.56,1266542.21,"7458.61","PITRCK","Relocate 2025","9/16/2025","After",230000111566,"1","Riffle 1",32,134,115,43,"128",1003,"Cobble","SC2",0,0,0,0,"Trimble",""
51363,2806145.86,1266538.05,"7457.22","PITRCK","Relocate 2025","9/16/2025","After",228000607573,"1","Riffle 1",23,102,61,48,"64",550,"Gravel","VCG2",0,0,0,0,"Trimble",""
51365,2806253.33,1266560.13,"7459.26","PITRCK","Relocate 2025","9/16/2025","After",230000298013,"1","Riffle 1",32,225,170,104,"256",9100,"Cobble","LC2",0,0,0,0,"Trimble",""
51366,2806218.94,1266564.61,"7458.04","PITRCK","Relocate 2025","9/16/2025","After",228000607524,"1","Riffle 1",23,86,68,54,"64",562,"Gravel","VCG2",0,1,0,0,"Trimble",""
51367,2806165.98,1266560.49,"7457.26","PITRCK","Relocate 2025","9/22/2025","After",228000607535,"1","Riffle 1",23,74,54,36,"64",254,"Gravel","VCG2",0,0,0,1,"Trimble",""
51368,2806248.74,1266580.44,"7458.46","PITRCK","Relocate 2025","9/22/2025","After",230000111643,"1","Riffle 1",32,184,125,58,"128",2352,"Cobble","SC2",1,0,0,0,"Trimble",""
51369,2806247.51,1266581.69,"7458.34","PITRCK","Relocate 2025","9/16/2025","After",228000607505,"1","Riffle 1",23,94,61,41,"64",336,"Gravel","VCG2",0,0,0,0,"Trimble",""
51371,2806247.99,1266595.64,"7458.44","PITRCK","Relocate 2025","9/16/2025","After",230000111534,"1","Riffle 1",32,157,135,130,"180",3638,"Cobble","LC1",0,0,0,0,"Trimble",""
51372,2806246.56,1266603.21,"7458.34","PITRCK","Relocate 2025","9/16/2025","After",228000607565,"1","Riffle 1",23,94,58,56,"64",433,"Gravel","VCG2",0,0,0,1,"Trimble",""
51373,2806174.68,1266583.85,"7457.48","PITRCK","Relocate 2025","9/22/2025","After",228000607520,"1","Riffle 1",23,90,64,52,"64",543,"Gravel","VCG2",0,0,0,0,"Trimble",""
51374,2806241.62,1266614.79,"7458.11","PITRCK","Relocate 2025","9/16/2025","After",230000111541,"1","Riffle 1",32,356,290,138,">256",14100,"Boulder","SB1",0,0,0,0,"Trimble",""
51375,2806245.03,1266621.94,"7458.58","PITRCK","Relocate 2025","9/16/2025","After",230000111523,"1","Riffle 1",32,150,109,78,"128",1992,"Cobble","SC2",0,0,0,1,"Trimble",""
51376,2806224.991,1266616.944,"<Null>","PITRCK","Relocate 2025","9/16/2025","After",226001370219,"1","Riffle 1",12,34,22,19,"32",41.5,"Gravel","CG2",0,0,0,0,"Mobile","approximate coordinates from M4 Backpack. "
51377,2806210.9,1266616.16,"7458.66","PITRCK","Relocate 2025","9/16/2025","After",230000111684,"1","Riffle 1",32,198,117,64,"128",2248,"Cobble","SC2",0,0,0,0,"Trimble",""
51378,2805480.69,1266562.86,"7457.21","PITRCK","Relocate 2025","9/16/2025","After",226001370342,"1","Riffle 1",12,29,17,10,"16",7.81,"Gravel","MG2",0,0,0,1,"Trimble",""
51379,2806058.85,1266586.25,"7457.51","PITRCK","Relocate 2025","9/16/2025","After",230000111527,"1","Riffle 1",32,139,76,75,"90",1153,"Cobble","SC1",0,1,0,0,"Trimble",""
51380,2806239.35,1266524.5,"7459.14","PITRCK","Relocate 2025","9/16/2025","After",228000607516,"1","Riffle 1",23,81,63,55,"64",514,"Gravel","VCG2",0,0,0,0,"Trimble",""
51381,2806022.68,1266526.02,"7457.19","PITRCK","Relocate 2025","9/16/2025","After",231000039720,"1","Riffle 1",14,88,39,14,"32",82,"Gravel","CG2",0,0,0,1,"Trimble",""
51382,2806237.3,1266539.51,"7458.52","PITRCK","Relocate 2025","9/16/2025","After",230000111728,"1","Riffle 1",32,165,123,75,"180",2327,"Cobble","LC1",0,0,0,0,"Trimble",""
51383,2806219.94,1266543.54,"7458.08","PITRCK","Relocate 2025","9/16/2025","After",228000607537,"1","Riffle 1",23,95,61,35,"64",458,"Gravel","VCG2",0,1,0,0,"Trimble",""
51384,2806232.32,1266549.74,"7458.39","PITRCK","Relocate 2025","9/16/2025","After",230000298011,"1","Riffle 1",32,235,210,63,"256",7400,"Cobble","LC2",0,0,0,0,"Trimble",""
51386,2806087.42,1266540.52,"7457.02","PITRCK","Relocate 2025","9/16/2025","After",228000607533,"1","Riffle 1",23,89,65,52,"64",400,"Gravel","VCG2",0,1,0,0,"Trimble",""
51387,2806229.55,1266567.03,"7458.88","PITRCK","Relocate 2025","9/16/2025","After",230000111510,"1","Riffle 1",32,460,230,125,"256",17100,"Cobble","LC2",0,0,0,0,"Trimble",""
51388,2806224.29,1266571.95,"7458.51","PITRCK","Relocate 2025","9/16/2025","After",230000111624,"1","Riffle 1",32,157,152,82,"180",2584,"Cobble","LC1",1,0,0,0,"Trimble",""
51389,2806195.93,1266576.75,"7457.63","PITRCK","Relocate 2025","9/16/2025","After",230000111677,"1","Riffle 1",32,90,78,69,"90",608,"Cobble","SC1",0,0,0,0,"Trimble",""
51390,2806229.86,1266586.24,"7457.96","PITRCK","Relocate 2025","9/16/2025","After",230000111548,"1","Riffle 1",32,90,76,52,"90",530,"Cobble","SC1",0,0,0,1,"Trimble",""
51391,2806216.64,1266594.45,"7457.64","PITRCK","Relocate 2025","9/16/2025","After",230000111570,"1","Riffle 1",32,218,94,50,"128",2142,"Cobble","SC2",0,0,0,0,"Trimble",""
51392,2806227.4,1266601.35,"7457.85","PITRCK","Relocate 2025","9/16/2025","After",230000111716,"1","Riffle 1",32,129,116,60,"128",1338,"Cobble","SC2",0,1,0,0,"Trimble",""
51393,2806225.39,1266607.62,"7458.57","PITRCK","Relocate 2025","9/16/2025","After",230000111507,"1","Riffle 1",32,331,236,143,"256",11400,"Cobble","LC2",1,0,0,0,"Trimble",""
51395,2806219.33,1266616.74,"7458.18","PITRCK","Relocate 2025","9/16/2025","After",230000111594,"1","Riffle 1",32,135,67,55,"90",911,"Cobble","SC1",0,0,0,0,"Trimble",""
51397,2806221.89,1266629.07,"7458.34","PITRCK","Relocate 2025","9/16/2025","After",230000111567,"1","Riffle 1",32,128,104,33,"90",645,"Cobble","SC1",0,0,0,0,"Trimble",""
51399,2806148.72,1266610.72,"7458.48","PITRCK","Relocate 2025","9/16/2025","After",230000111648,"1","Riffle 1",32,101,88,34,"90",508,"Cobble","SC1",0,0,0,1,"Trimble",""
51400,2804575.59,1266602.9,"7454.93","PITRCK","Relocate 2025","9/17/2025","After",230000111599,"2A","Riffle 2A",32,135,120,75,"128",1877,"Cobble","SC2",1,0,0,0,"Trimble",""
51401,2803566.59,1266623.52,"7448.51","PITRCK","Relocate 2025","9/17/2025","After",228000607528,"2A","Riffle 2A",23,84,69,41,"64",409,"Gravel","VCG2",1,0,0,0,"Trimble",""
51402,2804567.22,1266592.71,"7454.62","PITRCK","Relocate 2025","9/17/2025","After",230000111738,"2A","Riffle 2A",32,140,110,77,"128",1999,"Cobble","SC2",0,1,0,0,"Trimble",""
51404,2803117.73,1266475.24,"7448.74","PITRCK","Relocate 2025","9/17/2025","After",228000607576,"2A","Riffle 2A",23,104,64,43,"64",599,"Gravel","VCG2",0,0,0,0,"Trimble","correct point, R1. "
51405,2804614.54,1266585.91,"7454.78","PITRCK","Relocate 2025","9/17/2025","After",230000111634,"2A","Riffle 2A",32,367,215,128,"256",16700,"Cobble","LC2",0,0,0,0,"Trimble",""
51407,2803614.96,1266656.6,"7448.32","PITRCK","Relocate 2025","9/17/2025","After",230000111658,"2A","Riffle 2A",32,90,83,56,"90",732,"Cobble","SC1",0,0,0,1,"Trimble",""
51409,2804498.41,1266563.82,"<Null>","PITRCK","Relocate 2025","9/17/2025","After",228000607558,"2A","Riffle 2A",23,88,73,38,"64",444,"Gravel","VCG2",0,0,0,0,"Mobile","approximate coordinates from M3 Backpack, previous detection from mobile packraft antenna. "
51410,2803233.53,1266490.85,"7449.56","PITRCK","Relocate 2025","9/17/2025","After",231000039756,"2A","Riffle 2A",14,51,31,27,"32",59,"Gravel","CG2",0,0,0,0,"Trimble","pit tag no longer attatched to rock removed from river. "
51411,2804626.44,1266556.24,"7456.18","PITRCK","Relocate 2025","9/17/2025","After",230000111645,"2A","Riffle 2A",32,134,101,91,"128",2037,"Cobble","SC2",0,0,0,0,"Trimble",""
51412,2804604.65,1266552.78,"7456.01","PITRCK","Relocate 2025","9/17/2025","After",228000607564,"2A","Riffle 2A",23,108,64,45,"64",477,"Gravel","VCG2",0,0,0,0,"Trimble",""
51414,2804603.86,1266563.62,"7455.46","PITRCK","Relocate 2025","9/17/2025","After",230000111719,"2A","Riffle 2A",32,165,110,61,"128",1712,"Cobble","SC2",0,0,0,0,"Trimble",""
51416,2802863.52,1266285.32,"<Null>","PITRCK","Relocate 2025","9/17/2025","After",228000607506,"2A","Riffle 2A",23,87,72,35,"64",423,"Gravel","VCG2",0,0,0,0,"Mobile","approximate coordinates from M3 Backpack, previous detection from mobile packraft antenna. "
51417,2803791.62,1266666.12,"7448.59","PITRCK","Relocate 2025","9/17/2025","After",230000111694,"2A","Riffle 2A",32,150,109,88,"128",1738,"Cobble","SC2",0,0,0,0,"Trimble",""
51418,2804600.19,1266587.02,"7454.75","PITRCK","Relocate 2025","9/17/2025","After",230000111729,"2A","Riffle 2A",32,346,280,115,">256",21300,"Boulder","SB1",0,0,0,0,"Trimble",""
51419,2803785.63,1266659.59,"7448.7","PITRCK","Relocate 2025","9/17/2025","After",230000111660,"2A","Riffle 2A",32,112,87,57,"90",727,"Cobble","SC1",0,0,0,1,"Trimble",""
51421,2804578.38,1266601.03,"7454.89","PITRCK","Relocate 2025","9/17/2025","After",230000111629,"2A","Riffle 2A",32,155,132,54,"128",1834,"Cobble","SC2",0,0,0,0,"Trimble",""
51422,2804451.99,1266568.62,"7453.36","PITRCK","Relocate 2025","9/17/2025","After",226001370257,"2A","Riffle 2A",12,26,20,9,"16",4.179,"Gravel","MG2",0,0,0,1,"Trimble"," Approximate recap location."
51423,2803326.43,1266565.1,"7448.95","PITRCK","Relocate 2025","9/17/2025","After",230000111718,"2A","Riffle 2A",32,85,72,57,"90",509,"Cobble","SC1",1,0,0,0,"Trimble",""
51425,2804573.76,1266610.52,"7455.29","PITRCK","Relocate 2025","9/17/2025","After",230000111603,"2A","Riffle 2A",32,181,125,100,"128",3827,"Cobble","SC2",0,0,0,0,"Trimble",""
51426,2803866.35,1266671.14,"7450.83","PITRCK","Relocate 2025","9/17/2025","After",231000039788,"2A","Riffle 2A",14,51,36,18,"32",65,"Gravel","CG2",0,0,0,1,"Trimble",""
51427,2804554.85,1266592.06,"7454.36","PITRCK","Relocate 2025","9/17/2025","After",230000111605,"2A","Riffle 2A",32,140,121,59,"128",1380,"Cobble","SC2",0,0,0,0,"Trimble",""
51428,2804572.47,1266594.36,"7455.37","PITRCK","Relocate 2025","9/17/2025","After",230000111515,"2A","Riffle 2A",32,395,265,205,"362",27100,"Boulder","SB1",0,0,0,0,"Trimble",""
51429,2804559.7,1266580.51,"7454.46","PITRCK","Relocate 2025","9/17/2025","After",230000111586,"2A","Riffle 2A",32,135,97,68,"128",1766,"Cobble","SC2",1,0,0,0,"Trimble",""
51430,2803112.06,1266390.15,"7448.73","PITRCK","Relocate 2025","9/17/2025","After",230000111583,"2A","Riffle 2A",32,85,61,55,"90",493,"Cobble","SC1",0,0,0,1,"Trimble"," Approximate recap location."
51432,2804543.31,1266564.06,"7454.43","PITRCK","Relocate 2025","9/17/2025","After",230000111547,"2A","Riffle 2A",32,168,111,53,"90",1488,"Cobble","SC1",0,0,0,0,"Trimble",""
51436,2804576.85,1266551.12,"7455.26","PITRCK","Relocate 2025","9/17/2025","After",230000111621,"2A","Riffle 2A",32,118,79,65,"90",1151,"Cobble","SC1",0,0,0,0,"Trimble",""
51437,2804510,1266596.12,"7455.71","PITRCK","Relocate 2025","9/17/2025","After",230000111657,"2A","Riffle 2A",32,100,72,42,"64",379,"Gravel","VCG2",0,1,0,0,"Trimble",""
51439,2804519.56,1266585.08,"7454.76","PITRCK","Relocate 2025","9/17/2025","After",230000111709,"2A","Riffle 2A",32,201,182,58,"180",3584,"Cobble","LC1",0,0,0,0,"Trimble",""
51440,2803868.49,1266660.88,"7450.5","PITRCK","Relocate 2025","9/17/2025","After",231000039715,"2A","Riffle 2A",14,61,31,17,"32",42,"Gravel","CG2",0,0,0,1,"Trimble",""
51442,2803815.33,1266673.44,"7449.7","PITRCK","Relocate 2025","9/17/2025","After",230000111732,"2A","Riffle 2A",32,210,158,107,"180",3929,"Cobble","LC1",0,0,0,0,"Trimble",""
51443,2804524.9,1266563.16,"7454.08","PITRCK","Relocate 2025","9/17/2025","After",230000111587,"2A","Riffle 2A",32,320,235,105,"256",11600,"Cobble","LC2",0,0,0,0,"Trimble",""
51444,2803657.68,1266626.39,"7448.28","PITRCK","Relocate 2025","9/17/2025","After",228000607539,"2A","Riffle 2A",23,110,63,31,"64",372,"Gravel","VCG2",0,0,0,0,"Trimble"," Approximate recap location."
51445,2804496.13,1266541.9,"7453.26","PITRCK","Relocate 2025","9/17/2025","After",230000111602,"2A","Riffle 2A",32,178,155,48,"180",2087,"Cobble","LC1",0,0,0,0,"Trimble",""
51446,2804035.15,1266630.35,"7452.26","PITRCK","Relocate 2025","9/17/2025","After",226001370298,"2A","Riffle 2A",12,18,17,10,"16",4.49,"Gravel","MG2",0,0,0,1,"Trimble"," Approximate recap location."
51447,2804490.12,1266541.85,"7453.09","PITRCK","Relocate 2025","9/17/2025","After",228000607569,"2A","Riffle 2A",23,99,78,44,"64",493,"Gravel","VCG2",1,0,0,0,"Trimble",""
51448,2803575.03,1266619.6,"7448.4","PITRCK","Relocate 2025","9/17/2025","After",228000607561,"2A","Riffle 2A",23,106,53,49,"64",350,"Gravel","VCG2",0,0,0,0,"Trimble",""
51449,2804515.49,1266536.06,"7455.02","PITRCK","Relocate 2025","9/17/2025","After",228000607547,"2A","Riffle 2A",23,80,70,43,"64",370,"Gravel","VCG2",1,0,0,0,"Trimble",""
51450,2804253.29,1266614.2,"7454.12","PITRCK","Relocate 2025","9/17/2025","After",228000607511,"2B","Riffle 2B",23,120,75,50,"64",466,"Gravel","VCG2",0,0,0,1,"Trimble"," Approximate recap location."
51451,2804251.38,1266610.48,"7453.39","PITRCK","Relocate 2025","9/17/2025","After",228000607570,"2B","Riffle 2B",23,75,63,48,"64",338,"Gravel","VCG2",0,0,0,1,"Trimble",""
51452,2804234.38,1266614.23,"7454.13","PITRCK","Relocate 2025","9/17/2025","After",231000039736,"2B","Riffle 2B",14,49,36,20,"32",55.5,"Gravel","CG2",0,0,0,0,"Trimble",""
51453,2803768.74,1266651.21,"7448.51","PITRCK","Relocate 2025","9/17/2025","After",230000111669,"2B","Riffle 2B",32,151,137,65,"128",2083,"Cobble","SC2",0,0,0,1,"Trimble"," Approximate recap location."
51454,2803530.34,1266641.49,"7448.19","PITRCK","Relocate 2025","9/17/2025","After",230000111584,"2B","Riffle 2B",32,145,141,67,"128",2105,"Cobble","SC2",0,0,0,1,"Trimble"," Approximate recap location."
51455,2803790.5,1266630.51,"7448.51","PITRCK","Relocate 2025","9/17/2025","After",230000298004,"2B","Riffle 2B",32,285,182,120,"256",11600,"Cobble","LC2",1,0,0,0,"Trimble",""
51456,2803471.37,1266663.57,"7449.11","PITRCK","Relocate 2025","9/17/2025","After",228000607554,"2B","Riffle 2B",23,81,64,30,"64",213,"Gravel","VCG2",0,0,0,1,"Trimble"," Approximate recap location."
51457,2803807.67,1266652.84,"7449.37","PITRCK","Relocate 2025","9/17/2025","After",230000111568,"2B","Riffle 2B",32,133,87,49,"90",784,"Cobble","SC1",0,0,0,1,"Trimble"," Approximate recap location."
51459,2803938.03,1266622.87,"7452.02","PITRCK","Relocate 2025","9/17/2025","After",231000039740,"2B","Riffle 2B",14,50,33,20,"32",41,"Gravel","CG2",0,0,0,1,"Trimble"," Approximate recap location."
51462,2803694.38,1266666.58,"7448.02","PITRCK","Relocate 2025","9/17/2025","After",228000607527,"2B","Riffle 2B",23,70,74,55,"64",425,"Gravel","VCG2",0,0,0,0,"Trimble"," Approximate recap location."
51463,2803547.89,1266644.97,"7448.53","PITRCK","Relocate 2025","9/17/2025","After",230000111606,"2B","Riffle 2B",32,147,108,64,"128",1636,"Cobble","SC2",0,0,0,0,"Trimble",""
51465,2803826.12,1266657.77,"7450.04","PITRCK","Relocate 2025","9/17/2025","After",230000111572,"2B","Riffle 2B",32,162,104,67,"128",1710,"Cobble","SC2",0,0,0,1,"Trimble"," Approximate recap location."
51467,2803516.8,1266659.94,"7448.24","PITRCK","Relocate 2025","9/17/2025","After",230000298005,"2B","Riffle 2B",32,183,158,100,"256",4300,"Cobble","LC2",0,0,0,1,"Trimble"," Approximate recap location."
