"Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
522,2804478.32,1266521.14,7453.89,"PITRCK","Relocate 2019",2019,"Before",230000111649,"2","Riffle 2",32,150,87,0.28543308,55,"90",1202,"Cobble","SC1","SC",0.21,0.064008,0,0,0,0,0,0,NA
523,2804478.05,1266516.74,7454.27,"PITRCK","Relocate 2019",2019,"Before",230000111713,"2","Riffle 2",32,104,86,0.28215224,45,"90",730,"Cobble","SC1","SC",1.03,0.313944,0,1,1,0,0,0,NA
524,2804475.67,1266509.9,7454.6,"PITRCK","Relocate 2019",2019,"Before",230000111685,"2","Riffle 2",32,110,96,0.31496064,55,"90",873,"Cobble","SC1","SC",0.36,0.109728,0,1,0,0,0,0,NA
525,2804521.96,1266623.45,7453.8,"PITRCK","Relocate 2019",2019,"Before",228000607572,"2","Riffle 2",23,75,68,0.22309712,37,"64",300,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,NA
526,2804521.76,1266619.42,7453.46,"PITRCK","Relocate 2019",2019,"Before",230000111599,"2","Riffle 2",32,135,120,0.3937008,75,"128",1877,"Cobble","SC2","SC",0.85,0.25908,0,1,1,0,0,0,NA
527,2804519.88,1266613.71,7453.38,"PITRCK","Relocate 2019",2019,"Before",230000111715,"2","Riffle 2",32,168,117,0.38385828,70,"128",2178,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,NA
528,2804518.84,1266608.37,7453.64,"PITRCK","Relocate 2019",2019,"Before",230000111732,"2","Riffle 2",32,210,158,0.51837272,107,"180",3929,"Cobble","LC1","LC",0.1,0.03048,0,0,0,0,0,0,NA
529,2804517.3,1266603.7,7453.83,"PITRCK","Relocate 2019",2019,"Before",230000111675,"2","Riffle 2",32,98,89,0.29199476,68,"90",939,"Cobble","SC1","SC",0.4,0.12192,0,1,0,0,0,0,NA
530,2804514.72,1266598.23,7453.82,"PITRCK","Relocate 2019",2019,"Before",228000607528,"2","Riffle 2",23,84,69,0.22637796,41,"64",409,"Gravel","VCG2","VCG",0.96,0.292608,0,1,1,0,0,0,NA
531,2804512.85,1266593.04,7454,"PITRCK","Relocate 2019",2019,"Before",230000111670,"2","Riffle 2",32,95,80,0.2624672,51,"90",627,"Cobble","SC1","SC",1.41,0.429768,0,1,1,0,0,0,NA
532,2804512.21,1266586.14,7453.82,"PITRCK","Relocate 2019",2019,"Before",230000111696,"2","Riffle 2",32,103,89,0.29199476,59,"90",759,"Cobble","SC1","SC",0.23,0.070104,0,0,0,0,0,0,NA
533,2804510.95,1266581.73,7453.93,"PITRCK","Relocate 2019",2019,"Before",230000111739,"2","Riffle 2",32,99,86,0.28215224,33,"90",557,"Cobble","SC1","SC",0.72,0.219456,1,1,1,0,0,0,NA
534,2804510.48,1266574.29,7453.75,"PITRCK","Relocate 2019",2019,"Before",228000607506,"2","Riffle 2",23,87,72,0.23622048,35,"64",423,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,0,0,0,NA
535,2804509.5,1266567.81,7453.62,"PITRCK","Relocate 2019",2019,"Before",230000111697,"2","Riffle 2",32,115,89,0.29199476,65,"128",985,"Cobble","SC2","SC",0.41,0.124968,0,1,0,0,0,0,NA
536,2804509.09,1266561.83,7453.56,"PITRCK","Relocate 2019",2019,"Before",230000111621,"2","Riffle 2",32,118,79,0.25918636,65,"90",1151,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,0,0,NA
537,2804507.57,1266555.65,7453.39,"PITRCK","Relocate 2019",2019,"Before",230000111730,"2","Riffle 2",32,120,114,0.37401576,65,"128",1278,"Cobble","SC2","SC",1.31,0.399288,0,1,1,0,0,0,NA
538,2804509.7,1266550.14,7453.78,"PITRCK","Relocate 2019",2019,"Before",230000111522,"2","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",0.16,0.048768,0,0,0,0,0,0,NA
539,2804509.06,1266544.56,7453.22,"PITRCK","Relocate 2019",2019,"Before",230000111671,"2","Riffle 2",32,110,93,0.30511812,42,"90",657,"Cobble","SC1","SC",0.52,0.158496,0,1,0,0,0,0,NA
540,2804508.31,1266538.96,7453.26,"PITRCK","Relocate 2019",2019,"Before",228000607554,"2","Riffle 2",23,81,64,0.20997376,30,"64",213,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,NA
541,2804508.33,1266532.62,7453.6,"PITRCK","Relocate 2019",2019,"Before",230000111638,"2","Riffle 2",32,165,133,0.43635172,106,"128",3239,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,NA
542,2804507.1,1266527.35,7453.47,"PITRCK","Relocate 2019",2019,"Before",230000111526,"2","Riffle 2",32,119,101,0.33136484,43,"90",1036,"Cobble","SC1","SC",0.61,0.185928,1,1,0,0,0,0,NA
543,2804506.26,1266521.5,7453.63,"PITRCK","Relocate 2019",2019,"Before",230000111711,"2","Riffle 2",32,155,106,0.34776904,45,"128",990,"Cobble","SC2","SC",0.26,0.079248,0,0,0,0,0,0,NA
544,2804506.15,1266516.88,7453.64,"PITRCK","Relocate 2019",2019,"Before",230000111629,"2","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",0.1,0.03048,0,0,0,0,0,0,NA
545,2804505.54,1266512.55,7453.49,"PITRCK","Relocate 2019",2019,"Before",228000607564,"2","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.42,0.128016,0,1,1,0,0,0,NA
546,2804505.77,1266507.57,7453.8,"PITRCK","Relocate 2019",2019,"Before",230000111606,"2","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",0.15,0.04572,0,0,0,0,0,0,NA
547,2804505.59,1266503.14,7453.43,"PITRCK","Relocate 2019",2019,"Before",230000111658,"2","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,0,0,NA
548,2804504.26,1266497.66,7453.67,"PITRCK","Relocate 2019",2019,"Before",230000111718,"2","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,NA
549,2804502.74,1266488.28,7454.76,"PITRCK","Relocate 2019",2019,"Before",230000111665,"2","Riffle 2",32,83,68,0.22309712,48,"90",400,"Cobble","SC1","SC",0.18,0.054864,0,0,0,0,0,0,NA
550,2804541.22,1266619.41,7454.28,"PITRCK","Relocate 2019",2019,"Before",228000607526,"2","Riffle 2",23,117,74,0.24278216,43,"64",561,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,NA
551,2804539.98,1266613.96,7453.6,"PITRCK","Relocate 2019",2019,"Before",230000111584,"2","Riffle 2",32,145,141,0.46259844,67,"128",2105,"Cobble","SC2","SC",0.33,0.100584,0,0,0,0,0,0,NA
552,2804539.02,1266607.94,7454,"PITRCK","Relocate 2019",2019,"Before",230000111512,"2","Riffle 2",32,135,102,0.33464568,78,"128",1872,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,NA
553,2804538.79,1266602.29,7454.23,"PITRCK","Relocate 2019",2019,"Before",230000111705,"2","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",0.53,0.161544,0,1,0,0,0,0,NA
554,2804535.63,1266595.35,7454.69,"PITRCK","Relocate 2019",2019,"Before",230000111586,"2","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",1.6,0.48768,1,1,1,0,0,0,NA
555,2804533.9,1266589.48,7454.47,"PITRCK","Relocate 2019",2019,"Before",228000607561,"2","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",3.51,1.069848,1,1,1,0,0,0,NA
556,2804536.6,1266581.59,7454.42,"PITRCK","Relocate 2019",2019,"Before",230000111553,"2","Riffle 2",32,144,123,0.40354332,55,"128",1551,"Cobble","SC2","SC",0.14,0.042672,0,0,0,0,0,0,NA
557,2804535.43,1266575.5,7454.18,"PITRCK","Relocate 2019",2019,"Before",230000111669,"2","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",0.41,0.124968,0,0,0,0,0,0,NA
558,2804533,1266570.73,7453.88,"PITRCK","Relocate 2019",2019,"Before",230000111655,"2","Riffle 2",32,107,68,0.22309712,56,"90",697,"Cobble","SC1","SC",4.1,1.24968,1,1,1,1,0,0,NA
559,2804536.29,1266563.12,7453.96,"PITRCK","Relocate 2019",2019,"Before",230000111738,"2","Riffle 2",32,140,110,0.3608924,77,"128",1999,"Cobble","SC2","SC",0.47,0.143256,0,1,0,0,0,0,NA
560,2804535.27,1266558.82,7453.57,"PITRCK","Relocate 2019",2019,"Before",228000607548,"2","Riffle 2",23,67,55,0.1804462,52,"64",344,"Gravel","VCG2","VCG",0.76,0.231648,0,1,1,0,0,0,NA
561,2804535.31,1266551.78,7453.69,"PITRCK","Relocate 2019",2019,"Before",230000111634,"2","Riffle 2",32,367,215,0.7053806,128,"256",16700,"Cobble","LC2","LC",0.37,0.112776,0,0,0,0,0,0,NA
562,2804533.38,1266545.31,7453.35,"PITRCK","Relocate 2019",2019,"Before",230000111564,"2","Riffle 2",32,109,85,0.2788714,42,"90",747,"Cobble","SC1","SC",0.4,0.12192,0,1,0,0,0,0,NA
563,2804532.4,1266540.63,7453.36,"PITRCK","Relocate 2019",2019,"Before",230000111719,"2","Riffle 2",32,165,110,0.3608924,61,"128",1712,"Cobble","SC2","SC",0.79,0.240792,0,1,1,0,0,0,NA
564,2804532.17,1266535.91,7453.81,"PITRCK","Relocate 2019",2019,"Before",230000111587,"2","Riffle 2",32,320,235,0.7709974,105,"256",11600,"Cobble","LC2","LC",0.56,0.170688,0,0,0,0,0,0,NA
565,2804530.82,1266530.18,7453.51,"PITRCK","Relocate 2019",2019,"Before",230000111742,"2","Riffle 2",32,111,72,0.23622048,46,"90",646,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,NA
566,2804525.87,1266526.66,7453.73,"PITRCK","Relocate 2019",2019,"Before",230000111603,"2","Riffle 2",32,181,125,0.410105,100,"128",3827,"Cobble","SC2","SC",3.43,1.045464,1,1,1,0,0,0,NA
567,2804529,1266521.53,7453.57,"PITRCK","Relocate 2019",2019,"Before",228000607538,"2","Riffle 2",23,74,53,0.17388452,22,"64",257,"Gravel","VCG2","VCG",0.18,0.054864,0,1,0,0,0,0,NA
568,2804528.57,1266517.64,7453.75,"PITRCK","Relocate 2019",2019,"Before",230000111664,"2","Riffle 2",32,116,88,0.28871392,67,"90",904,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,NA
569,2804527.41,1266513.04,7453.79,"PITRCK","Relocate 2019",2019,"Before",230000111574,"2","Riffle 2",32,122,118,0.38713912,43,"128",1033,"Cobble","SC2","SC",0.17,0.051816,0,0,0,0,0,0,NA
570,2804526.63,1266508.51,7453.83,"PITRCK","Relocate 2019",2019,"Before",230000111585,"2","Riffle 2",32,115,105,0.3444882,33,"90",770,"Cobble","SC1","SC",0.04,0.012192,0,0,0,0,0,0,NA
571,2804526.31,1266503.73,7454.02,"PITRCK","Relocate 2019",2019,"Before",230000111642,"2","Riffle 2",32,190,98,0.32152232,44,"90",1225,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,NA
572,2804526.05,1266499.72,7454.16,"PITRCK","Relocate 2019",2019,"Before",230000111652,"2","Riffle 2",32,120,78,0.25590552,71,"90",861,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,NA
573,2804526.01,1266494.72,7454.14,"PITRCK","Relocate 2019",2019,"Before",228000607511,"2","Riffle 2",23,120,75,0.246063,50,"64",466,"Gravel","VCG2","VCG",0.19,0.057912,0,0,0,1,0,0,NA
574,2804524.63,1266489.79,7454.52,"PITRCK","Relocate 2019",2019,"Before",230000111660,"2","Riffle 2",32,112,87,0.28543308,57,"90",727,"Cobble","SC1","SC",0.17,0.051816,0,0,0,1,0,0,NA
575,2804558.92,1266615,7453.74,"PITRCK","Relocate 2019",2019,"Before",230000111602,"2","Riffle 2",32,178,155,0.5085302,48,"180",2087,"Cobble","LC1","LC",0.2,0.06096,0,0,0,0,0,0,NA
576,2804557.06,1266605.99,7454.74,"PITRCK","Relocate 2019",2019,"Before",230000111645,"2","Riffle 2",32,134,101,0.33136484,91,"128",2037,"Cobble","SC2","SC",0.77,0.234696,0,1,1,0,0,0,NA
577,2804556.17,1266599.83,7454.46,"PITRCK","Relocate 2019",2019,"Before",228000607547,"2","Riffle 2",23,80,70,0.2296588,43,"64",370,"Gravel","VCG2","VCG",0.58,0.176784,0,1,1,0,0,0,NA
578,2804555.67,1266594.36,7454.59,"PITRCK","Relocate 2019",2019,"Before",230000111502,"2","Riffle 2",32,148,121,0.39698164,63,"128",2125,"Cobble","SC2","SC",0.19,0.057912,0,0,0,0,0,0,NA
579,2804555.23,1266589.09,7454.39,"PITRCK","Relocate 2019",2019,"Before",230000111504,"2","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",0.6,0.18288,0,1,0,0,0,0,NA
580,2804552.37,1266581.88,7454.33,"PITRCK","Relocate 2019",2019,"Before",230000111572,"2","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",2.04,0.621792,1,1,1,0,0,0,NA
581,2804553.03,1266575.65,7454.3,"PITRCK","Relocate 2019",2019,"Before",230000111729,"2","Riffle 2",32,346,280,0.9186352,115,">256",21300,"Boulder","SB1","SB",0.08,0.024384,0,0,0,0,0,0,NA
582,2804548.99,1266568.83,7453.87,"PITRCK","Relocate 2019",2019,"Before",230000111538,"2","Riffle 2",32,186,126,0.41338584,93,"128",2956,"Cobble","SC2","SC",3.36,1.024128,1,1,1,1,0,0,NA
583,2804551.85,1266562.85,7453.69,"PITRCK","Relocate 2019",2019,"Before",230000111727,"2","Riffle 2",32,165,125,0.410105,60,"128",2087,"Cobble","SC2","SC",0.29,0.088392,0,0,0,0,0,0,NA
584,2804550.16,1266557.39,7453.59,"PITRCK","Relocate 2019",2019,"Before",228000607539,"2","Riffle 2",23,110,63,0.20669292,31,"64",372,"Gravel","VCG2","VCG",0.59,0.179832,0,1,1,0,0,0,NA
585,2804550.94,1266552.65,7453.65,"PITRCK","Relocate 2019",2019,"Before",230000111709,"2","Riffle 2",32,201,182,0.59711288,58,"180",3584,"Cobble","LC1","LC",0.05,0.01524,0,0,0,0,0,0,NA
586,2804549.93,1266546.66,7453.55,"PITRCK","Relocate 2019",2019,"Before",230000111605,"2","Riffle 2",32,140,121,0.39698164,59,"128",1380,"Cobble","SC2","SC",0.22,0.067056,0,0,0,0,0,0,NA
587,2804548.63,1266541.73,7453.62,"PITRCK","Relocate 2019",2019,"Before",230000111694,"2","Riffle 2",32,150,109,0.35761156,88,"128",1738,"Cobble","SC2","SC",0.49,0.149352,0,1,0,0,0,0,NA
588,2804547.43,1266536.74,7453.4,"PITRCK","Relocate 2019",2019,"Before",228000607514,"2","Riffle 2",23,139,64,0.20997376,54,"64",813,"Gravel","VCG2","VCG",1.7,0.51816,1,1,1,0,0,0,NA
589,2804547.14,1266531.27,7453.65,"PITRCK","Relocate 2019",2019,"Before",230000111604,"2","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",1.76,0.536448,1,1,1,0,0,0,NA
590,2804548.11,1266525.66,7453.71,"PITRCK","Relocate 2019",2019,"Before",230000111593,"2","Riffle 2",32,165,66,0.21653544,54,"90",1192,"Cobble","SC1","SC",0.27,0.082296,0,1,0,0,0,0,NA
591,2804548.08,1266521.6,7453.84,"PITRCK","Relocate 2019",2019,"Before",230000111568,"2","Riffle 2",32,133,87,0.28543308,49,"90",784,"Cobble","SC1","SC",0.19,0.057912,0,0,0,0,0,0,NA
592,2804547.31,1266517.12,7453.89,"PITRCK","Relocate 2019",2019,"Before",228000607540,"2","Riffle 2",23,100,67,0.21981628,46,"64",506,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,0,0,0,NA
593,2804547.36,1266511.56,7454.06,"PITRCK","Relocate 2019",2019,"Before",230000111745,"2","Riffle 2",32,96,94,0.30839896,43,"90",833,"Cobble","SC1","SC",0.02,0.006096,0,0,0,0,0,0,NA
594,2804546.69,1266506.68,7453.95,"PITRCK","Relocate 2019",2019,"Before",230000111622,"2","Riffle 2",32,122,66,0.21653544,42,"90",555,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,NA
595,2804546.98,1266501.86,7454.12,"PITRCK","Relocate 2019",2019,"Before",228000607569,"2","Riffle 2",23,99,78,0.25590552,44,"64",493,"Gravel","VCG2","VCG",0.03,0.009144,0,0,0,1,0,0,NA
596,2804545.3,1266498.28,7454.2,"PITRCK","Relocate 2019",2019,"Before",228000607558,"2","Riffle 2",23,88,73,0.23950132,38,"64",444,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,0,0,NA
597,2804544.7,1266493.47,7454.55,"PITRCK","Relocate 2019",2019,"Before",228000607504,"2","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",0.24,0.073152,0,1,0,0,0,0,NA
598,2804544.05,1266487.28,7454.8,"PITRCK","Relocate 2019",2019,"Before",228000607545,"2","Riffle 2",23,71,65,0.2132546,55,"64",387,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,0,0,0,NA
599,2804542.74,1266482.24,7454.95,"PITRCK","Relocate 2019",2019,"Before",228000607527,"2","Riffle 2",23,70,74,0.24278216,55,"64",425,"Gravel","VCG2","VCG",0.1,0.03048,0,0,0,0,0,0,NA
600,2802797.04,1266336.21,7447.76,"PITRCK","Relocate 2019",2019,"Before",228000607568,"3","Riffle 3",23,91,69,0.22637796,40,"64",384,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,NA
601,2802799.45,1266330.71,7447.51,"PITRCK","Relocate 2019",2019,"Before",230000111687,"3","Riffle 3",32,167,118,0.38713912,59,"128",1363,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,0,0,NA
602,2802800.5,1266324.99,7447.52,"PITRCK","Relocate 2019",2019,"Before",230000111539,"3","Riffle 3",32,153,112,0.36745408,75,"128",1871,"Cobble","SC2","SC",1.03,0.313944,1,1,1,0,0,0,NA
603,2802803.7,1266320.95,7447.39,"PITRCK","Relocate 2019",2019,"Before",230000111628,"3","Riffle 3",32,180,98,0.32152232,45,"90",1341,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,0,0,NA
604,2802806.05,1266315.59,7447.34,"PITRCK","Relocate 2019",2019,"Before",230000111501,"3","Riffle 3",32,148,110,0.3608924,100,"128",2344,"Cobble","SC2","SC",0.18,0.054864,0,0,0,0,0,0,NA
605,2802808.9,1266311.93,7447.51,"PITRCK","Relocate 2019",2019,"Before",230000111616,"3","Riffle 3",32,153,135,0.4429134,74,"128",2113,"Cobble","SC2","SC",0.48,0.146304,0,1,0,0,0,0,NA
606,2802812.29,1266306.19,7447.42,"PITRCK","Relocate 2019",2019,"Before",228000607522,"3","Riffle 3",23,136,61,0.20013124,33,"64",516,"Gravel","VCG2","VCG",0.24,0.073152,0,1,0,0,0,0,NA
607,2802813.35,1266302.04,7447.31,"PITRCK","Relocate 2019",2019,"Before",230000111524,"3","Riffle 3",32,154,89,0.29199476,64,"90",1292,"Cobble","SC1","SC",0.42,0.128016,0,1,0,0,0,0,NA
608,2802816.43,1266297.3,7447.42,"PITRCK","Relocate 2019",2019,"Before",230000111537,"3","Riffle 3",32,158,99,0.32480316,67,"128",1856,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,NA
609,2802819.11,1266292.5,7447.51,"PITRCK","Relocate 2019",2019,"Before",230000111552,"3","Riffle 3",32,120,126,0.41338584,78,"128",2224,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,NA
610,2802821.39,1266287.74,7447.79,"PITRCK","Relocate 2019",2019,"Before",230000111640,"3","Riffle 3",32,336,221,0.72506564,183,"256",18800,"Cobble","LC2","LC",0.06,0.018288,0,0,0,0,0,0,NA
611,2802825.3,1266282.98,7447.37,"PITRCK","Relocate 2019",2019,"Before",230000111591,"3","Riffle 3",32,150,122,0.40026248,61,"128",1204,"Cobble","SC2","SC",0.2,0.06096,0,0,0,0,0,0,NA
612,2802827.56,1266278.12,7447.39,"PITRCK","Relocate 2019",2019,"Before",230000111518,"3","Riffle 3",32,129,102,0.33464568,56,"90",1168,"Cobble","SC1","SC",0.34,0.103632,0,1,0,0,0,0,NA
613,2802830.15,1266274.27,7447.25,"PITRCK","Relocate 2019",2019,"Before",228000607525,"3","Riffle 3",23,90,71,0.23293964,34,"64",414,"Gravel","VCG2","VCG",0.05,0.01524,0,0,0,0,0,0,NA
614,2802832.88,1266269.89,7447.26,"PITRCK","Relocate 2019",2019,"Before",230000111528,"3","Riffle 3",32,116,93,0.30511812,67,"90",1027,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,0,0,NA
615,2802835.76,1266264.59,7447.25,"PITRCK","Relocate 2019",2019,"Before",230000111571,"3","Riffle 3",32,126,87,0.28543308,39,"90",849,"Cobble","SC1","SC",0.15,0.04572,0,0,0,0,0,0,NA
616,2802838.9,1266259.69,7447.16,"PITRCK","Relocate 2019",2019,"Before",230000111662,"3","Riffle 3",32,136,83,0.27230972,60,"90",1117,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,NA
617,2802840.93,1266254.97,7446.89,"PITRCK","Relocate 2019",2019,"Before",228000607515,"3","Riffle 3",23,61,57,0.18700788,54,"64",362,"Gravel","VCG2","VCG",1.16,0.353568,0,1,1,0,0,0,NA
618,2802844.21,1266251.27,7446.95,"PITRCK","Relocate 2019",2019,"Before",230000111688,"3","Riffle 3",32,116,90,0.2952756,40,"90",655,"Cobble","SC1","SC",0.21,0.064008,0,0,0,0,0,0,NA
619,2802844.1,1266247.65,7447.09,"PITRCK","Relocate 2019",2019,"Before",230000111579,"3","Riffle 3",32,121,89,0.29199476,53,"90",906,"Cobble","SC1","SC",2.33,0.710184,1,1,1,0,0,0,NA
620,2802848.49,1266244.01,7447,"PITRCK","Relocate 2019",2019,"Before",228000607556,"3","Riffle 3",23,51,49,0.16076116,46,"64",159,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,0,0,0,NA
621,2802850.24,1266240.5,7447.04,"PITRCK","Relocate 2019",2019,"Before",230000111630,"3","Riffle 3",32,115,98,0.32152232,59,"90",1042,"Cobble","SC1","SC",0.65,0.19812,0,1,1,0,0,0,NA
622,2802852.75,1266236.61,7447.29,"PITRCK","Relocate 2019",2019,"Before",230000111509,"3","Riffle 3",32,103,99,0.32480316,48,"90",750,"Cobble","SC1","SC",0.54,0.164592,0,1,0,0,0,0,NA
623,2802855.98,1266232.77,7447.57,"PITRCK","Relocate 2019",2019,"Before",230000111609,"3","Riffle 3",32,104,76,0.24934384,53,"90",580,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,NA
624,2802860.11,1266227.95,7447.75,"PITRCK","Relocate 2019",2019,"Before",228000607562,"3","Riffle 3",23,74,50,0.164042,36,"45",173,"Gravel","VCG1","VCG",0.62,0.188976,0,1,1,0,0,0,NA
625,2802814.14,1266343.28,7447.5,"PITRCK","Relocate 2019",2019,"Before",228000607502,"3","Riffle 3",23,118,54,0.17716536,52,"64",615,"Gravel","VCG2","VCG",0.43,0.131064,0,1,1,0,0,0,NA
626,2802817.37,1266338.45,7447.27,"PITRCK","Relocate 2019",2019,"Before",230000111743,"3","Riffle 3",32,119,97,0.31824148,74,"90",1151,"Cobble","SC1","SC",0.68,0.207264,1,1,1,0,0,0,NA
627,2802819.66,1266333.12,7447.27,"PITRCK","Relocate 2019",2019,"Before",230000111714,"3","Riffle 3",32,152,118,0.38713912,46,"128",1749,"Cobble","SC2","SC",0.81,0.246888,0,1,1,0,0,0,NA
628,2802821.85,1266328.32,7447.3,"PITRCK","Relocate 2019",2019,"Before",230000111744,"3","Riffle 3",32,113,96,0.31496064,57,"90",914,"Cobble","SC1","SC",0.23,0.070104,0,0,0,1,0,0,NA
629,2802822.84,1266324.25,7447.28,"PITRCK","Relocate 2019",2019,"Before",230000111702,"3","Riffle 3",32,115,108,0.35433072,100,"128",1144,"Cobble","SC2","SC",0.48,0.146304,0,1,0,0,0,0,NA
630,2802826.35,1266320.6,7447.41,"PITRCK","Relocate 2019",2019,"Before",230000111740,"3","Riffle 3",32,145,94,0.30839896,62,"90",1384,"Cobble","SC1","SC",0.04,0.012192,0,0,0,0,0,0,NA
632,2802830.85,1266310.41,7447.39,"PITRCK","Relocate 2019",2019,"Before",228000607555,"3","Riffle 3",23,73,52,0.17060368,40,"64",263,"Gravel","VCG2","VCG",0.03,0.009144,0,0,0,0,0,0,NA
633,2802831.77,1266306.21,7447.44,"PITRCK","Relocate 2019",2019,"Before",230000111659,"3","Riffle 3",32,164,139,0.45603676,68,"128",2411,"Cobble","SC2","SC",0.8,0.24384,0,1,0,0,0,0,NA
634,2802834.89,1266302.25,7447.55,"PITRCK","Relocate 2019",2019,"Before",230000111582,"3","Riffle 3",32,115,113,0.37073492,51,"90",1007,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,NA
635,2802836.33,1266297.5,7447.35,"PITRCK","Relocate 2019",2019,"Before",230000111559,"3","Riffle 3",32,104,81,0.26574804,74,"90",892,"Cobble","SC1","SC",0.32,0.097536,1,1,0,0,0,0,NA
636,2802838.34,1266292.09,7447.29,"PITRCK","Relocate 2019",2019,"Before",228000607510,"3","Riffle 3",23,82,65,0.2132546,40,"64",401,"Gravel","VCG2","VCG",1.02,0.310896,1,1,1,0,0,0,NA
637,2802838.25,1266288.03,7447.52,"PITRCK","Relocate 2019",2019,"Before",230000111633,"3","Riffle 3",32,123,109,0.35761156,74,"128",1530,"Cobble","SC2","SC",2.88,0.877824,1,1,1,0,0,0,NA
638,2802842.72,1266285.06,7447.55,"PITRCK","Relocate 2019",2019,"Before",230000111692,"3","Riffle 3",32,111,81,0.26574804,77,"90",969,"Cobble","SC1","SC",0.39,0.118872,0,1,0,0,0,0,NA
639,2802845.43,1266279.81,7447.4,"PITRCK","Relocate 2019",2019,"Before",230000111724,"3","Riffle 3",32,169,128,0.41994752,69,"128",2436,"Cobble","SC2","SC",0.96,0.292608,0,1,1,0,0,0,NA
640,2802848.85,1266275.15,7447.49,"PITRCK","Relocate 2019",2019,"Before",230000111617,"3","Riffle 3",32,327,250,0.82021,89,"256",9000,"Cobble","LC2","LC",0.22,0.067056,0,0,0,0,0,0,NA
641,2802851.22,1266270.72,7447.21,"PITRCK","Relocate 2019",2019,"Before",228000607551,"3","Riffle 3",23,92,72,0.23622048,43,"64",477,"Gravel","VCG2","VCG",0.15,0.04572,0,0,0,0,0,0,NA
642,2802853.03,1266266.26,7447.03,"PITRCK","Relocate 2019",2019,"Before",230000111546,"3","Riffle 3",32,135,108,0.35433072,38,"128",1187,"Cobble","SC2","SC",0.28,0.085344,0,0,0,0,0,0,NA
643,2802855.37,1266262.18,7447.18,"PITRCK","Relocate 2019",2019,"Before",230000111635,"3","Riffle 3",32,100,86,0.28215224,60,"90",643,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,NA
644,2802857.63,1266257.38,7447.09,"PITRCK","Relocate 2019",2019,"Before",228000607523,"3","Riffle 3",23,112,60,0.1968504,45,"64",579,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,0,0,0,NA
