"Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
50501,2803567.18,1266623.05,7448.519,"PITRCK","Relocate 2023",2023,"After",228000607528,"2A","Riffle 2",23,84,69,0.22637796,41,"64",409,"Gravel","VCG2","VCG",1050.17,320.091816,1,1,1,0,0,1,"approximate recap location"
50502,2804567.58,1266592.78,7454.637,"PITRCK","Relocate 2023",2023,"After",230000111738,"2A","Riffle 2",32,140,110,0.3608924,77,"128",1999,"Cobble","SC2","SC",51.38,15.660624,1,1,1,1,0,0,NA
50505,2804615.06,1266585.72,7454.926,"PITRCK","Relocate 2023",2023,"After",230000111634,"2A","Riffle 2",32,367,215,0.7053806,128,"256",16700,"Cobble","LC2","LC",6.5,1.9812,1,1,1,0,0,0,NA
50507,2804395.8,1266562.16,7453.218,"PITRCK","Relocate 2023",2023,"After",230000111658,"2A","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",228.57,69.668136,1,1,1,0,0,0,NA
50509,2804550.51,1266564.07,7454.476,"PITRCK","Relocate 2023",2023,"After",228000607558,"2A","Riffle 2",23,88,73,0.23950132,38,"64",444,"Gravel","VCG2","VCG",75.26,22.939248,1,1,1,1,0,0,NA
50510,2804393.52,1266550.17,7453.084,"PITRCK","Relocate 2023",2023,"After",231000039756,"2A","Riffle 2",14,51,31,0.10170604,27,"32",59,"Gravel","CG2","CG",232.85,70.97268,1,1,1,1,0,1,NA
50511,2804626.6,1266555.44,7456.189,"PITRCK","Relocate 2023",2023,"After",230000111645,"2A","Riffle 2",32,134,101,0.33136484,91,"128",2037,"Cobble","SC2","SC",0.3,0.09144,1,0,0,1,0,0,NA
50512,2804604.62,1266552.51,7456.139,"PITRCK","Relocate 2023",2023,"After",228000607564,"2A","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,NA
50513,2804237.86,1266579,7452.656,"PITRCK","Relocate 2023",2023,"After",226001370280,"2A","Riffle 2",12,41,24,0.07874016,20,"32",52,"Gravel","CG2","CG",367.16,111.910368,1,1,1,0,0,1,NA
50514,2804603.83,1266563.69,7455.469,"PITRCK","Relocate 2023",2023,"After",230000111719,"2A","Riffle 2",32,165,110,0.3608924,61,"128",1712,"Cobble","SC2","SC",0.1,0.03048,0,0,0,0,0,0,NA
50518,2804600.21,1266586.93,7454.773,"PITRCK","Relocate 2023",2023,"After",230000111729,"2A","Riffle 2",32,346,280,0.9186352,115,">256",21300,"Boulder","SB1","SB",0.16,0.048768,0,0,0,0,0,0,NA
50519,2804581.61,1266584.74,7454.459,"PITRCK","Relocate 2023",2023,"After",230000111660,"2A","Riffle 2",32,112,87,0.28543308,57,"90",727,"Cobble","SC1","SC",18.99,5.788152,1,1,1,1,0,0,NA
50521,2804578.48,1266601.17,7454.781,"PITRCK","Relocate 2023",2023,"After",230000111629,"2A","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",19.35,5.89788,1,1,1,1,0,0,NA
50522,2804552.41,1266587.77,7454.172,"PITRCK","Relocate 2023",2023,"After",226001370257,"2A","Riffle 2",12,26,20,0.0656168,9,"16",4.179,"Gravel","MG2","MG",47.98,14.624304,1,1,1,1,0,1,NA
50523,2804468.29,1266568.26,7453.712,"PITRCK","Relocate 2023",2023,"After",230000111718,"2A","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",134.3,40.93464,1,1,1,1,0,1,NA
50525,2804573.62,1266610.4,7455.257,"PITRCK","Relocate 2023",2023,"After",230000111603,"2A","Riffle 2",32,181,125,0.410105,100,"128",3827,"Cobble","SC2","SC",1.86,0.566928,1,1,1,1,0,1,NA
50526,2804333.45,1266580.98,7453.242,"PITRCK","Relocate 2023",2023,"After",231000039788,"2A","Riffle 2",14,51,36,0.11811024,18,"32",65,"Gravel","CG2","CG",241.97,73.752456,1,1,1,0,0,0,NA
50527,2804554.86,1266592.26,7454.462,"PITRCK","Relocate 2023",2023,"After",230000111605,"2A","Riffle 2",32,140,121,0.39698164,59,"128",1380,"Cobble","SC2","SC",20.63,6.288024,1,1,1,1,0,0,NA
50528,2804574.03,1266594.01,7455.477,"PITRCK","Relocate 2023",2023,"After",230000111515,"2A","Riffle 2",32,395,265,0.8694226,205,"362",27100,"Boulder","SB1","SB",1.06,0.323088,1,1,0,0,0,0,NA
50529,2804565.07,1266584.13,7454.401,"PITRCK","Relocate 2023",2023,"After",230000111586,"2A","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",11.55,3.52044,1,1,1,1,0,0,NA
50530,2804409.98,1266535.55,7453.702,"PITRCK","Relocate 2023",2023,"After",230000111583,"2A","Riffle 2",32,85,61,0.20013124,55,"90",493,"Cobble","SC1","SC",172.37,52.538376,1,1,1,0,0,1,NA
50532,2804558.95,1266566.48,7454.653,"PITRCK","Relocate 2023",2023,"After",230000111547,"2A","Riffle 2",32,168,111,0.36417324,53,"90",1488,"Cobble","SC1","SC",18.84,5.742432,1,1,1,1,0,1,NA
50535,2804577.44,1266555.44,7455.233,"PITRCK","Relocate 2023",2023,"After",230000111671,"2A","Riffle 2",32,110,93,0.30511812,42,"90",657,"Cobble","SC1","SC",2.13,0.649224,1,1,1,0,0,0,"DeployID Busted"
50536,2804576.73,1266551.21,7455.359,"PITRCK","Relocate 2023",2023,"After",230000111621,"2A","Riffle 2",32,118,79,0.25918636,65,"90",1151,"Cobble","SC1","SC",3.84,1.170432,1,1,1,0,0,0,NA
50537,2804516.48,1266598.91,7455.766,"PITRCK","Relocate 2023",2023,"After",230000111657,"2A","Riffle 2",32,100,72,0.23622048,42,"64",379,"Gravel","VCG2","VCG",1.86,0.566928,0,1,1,0,0,0,NA
50539,2804519.31,1266585.28,7454.983,"PITRCK","Relocate 2023",2023,"After",230000111709,"2A","Riffle 2",32,201,182,0.59711288,58,"180",3584,"Cobble","LC1","LC",3.26,0.993648,1,1,1,0,0,0,NA
50540,2804206.39,1266620.89,7453.168,"PITRCK","Relocate 2023",2023,"After",231000039715,"2A","Riffle 2",14,61,31,0.10170604,17,"32",42,"Gravel","CG2","CG",317.37,96.734376,1,1,1,0,0,1,NA
50542,2804492.16,1266562.35,7453.538,"PITRCK","Relocate 2023",2023,"After",230000111732,"2A","Riffle 2",32,210,158,0.51837272,107,"180",3929,"Cobble","LC1","LC",34.65,10.56132,1,1,1,1,0,0,NA
50543,2804525.28,1266563.19,7454.004,"PITRCK","Relocate 2023",2023,"After",230000111587,"2A","Riffle 2",32,320,235,0.7709974,105,"256",11600,"Cobble","LC2","LC",2.07,0.630936,1,1,1,1,0,0,NA
50544,2804478.67,1266547.98,7452.204,"PITRCK","Relocate 2023",2023,"After",228000607539,"2A","Riffle 2",23,110,63,0.20669292,31,"64",372,"Gravel","VCG2","VCG",51.06,15.563088,1,1,1,0,0,0,NA
50545,2804498.76,1266544.24,7453.4,"PITRCK","Relocate 2023",2023,"After",230000111602,"2A","Riffle 2",32,178,155,0.5085302,48,"180",2087,"Cobble","LC1","LC",31.81,9.695688,1,1,1,1,0,0,NA
50546,2804035.18,1266630.36,7451.709,"PITRCK","Relocate 2023",2023,"After",226001370298,"2A","Riffle 2",12,18,17,0.05577428,10,"16",4.49,"Gravel","MG2","MG",500.57,152.573736,0,1,1,0,0,0,NA
50547,2804493.18,1266542.73,7453.273,"PITRCK","Relocate 2023",2023,"After",228000607569,"2A","Riffle 2",23,99,78,0.25590552,44,"64",493,"Gravel","VCG2","VCG",37.17,11.329416,1,1,1,0,0,0,NA
50548,2804260.23,1266584.17,7452.702,"PITRCK","Relocate 2023",2023,"After",228000607561,"2A","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",273.74,83.435952,1,1,1,1,0,0,NA
50549,2804517.81,1266537.36,7455.066,"PITRCK","Relocate 2023",2023,"After",228000607547,"2A","Riffle 2",23,80,70,0.2296588,43,"64",370,"Gravel","VCG2","VCG",13.95,4.25196,1,1,1,0,0,0,NA
50550,2804253.06,1266614.28,7453.996,"PITRCK","Relocate 2023",2023,"After",228000607511,"2B","Riffle 2",23,120,75,0.246063,50,"64",466,"Gravel","VCG2","VCG",0.22,0.067056,0,0,0,0,0,1,NA
50551,2804251.67,1266610.77,7453.647,"PITRCK","Relocate 2023",2023,"After",228000607570,"2B","Riffle 2",23,75,63,0.20669292,48,"64",338,"Gravel","VCG2","VCG",0.42,0.128016,1,1,1,0,0,0,NA
50552,2804243.26,1266606.93,7453.692,"PITRCK","Relocate 2023",2023,"After",231000039736,"2B","Riffle 2",14,49,36,0.11811024,20,"32",55.5,"Gravel","CG2","CG",7.14,2.176272,1,1,1,0,0,1,NA
50553,2803768.84,1266651.42,7448.668,"PITRCK","Relocate 2023",2023,"After",230000111669,"2B","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",481.87,146.873976,1,1,1,0,0,1,"Approximate recap location."
50555,2803805.83,1266643.7,7449.823,"PITRCK","Relocate 2023",2023,"After",230000298004,"2B","Riffle 2",32,285,182,0.59711288,120,"256",11600,"Cobble","LC2","LC",443.03,135.035544,1,1,1,1,0,0,NA
50559,2803938.68,1266623.81,7451.61,"PITRCK","Relocate 2023",2023,"After",231000039740,"2B","Riffle 2",14,50,33,0.10826772,20,"32",41,"Gravel","CG2","CG",308.49,94.027752,1,1,1,0,0,1,"Approximate recap location."
50560,2803770.18,1266648.93,7448.752,"PITRCK","Relocate 2023",2023,"After",209000133190,"2B","Riffle 2",23,84,64,0.20997376,35,"64",376.5,"Gravel","VCG2","VCG",478.69,145.904712,1,1,1,0,0,1,"Replacement rock for 228000607545, which was previously deployed in riffle 2 but NEVER RECOVERED Approximate recap location.. approximate recap location"
50562,2804158.46,1266645.57,7453.618,"PITRCK","Relocate 2023",2023,"After",228000607527,"2B","Riffle 2",23,70,74,0.24278216,55,"64",425,"Gravel","VCG2","VCG",80.06,24.402288,1,1,1,1,0,0,NA
50563,2803606.72,1266638.38,7447.999,"PITRCK","Relocate 2023",2023,"After",230000111606,"2B","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",627.74,191.335152,1,1,1,1,0,0,NA
50565,2803931.92,1266657.86,7451.341,"PITRCK","Relocate 2023",2023,"After",230000111572,"2B","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",304.04,92.671392,1,1,1,1,0,0,NA
50567,2803516.68,1266660.07,7448.304,"PITRCK","Relocate 2023",2023,"After",230000298005,"2B","Riffle 2",32,183,158,0.51837272,100,"256",4300,"Cobble","LC2","LC",716.43,218.367864,1,1,1,0,0,1,"Approximate recap location."
50568,2804146.57,1266631.45,7452.95,"PITRCK","Relocate 2023",2023,"After",230000111522,"2B","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",91.43,27.867864,1,1,1,1,0,1,NA
50569,2803528.82,1266632.26,7448.334,"PITRCK","Relocate 2023",2023,"After",228000607504,"2B","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",699.95,213.34476,1,1,1,1,0,1,NA
50571,2803754.44,1266647.14,7448.765,"PITRCK","Relocate 2023",2023,"After",230000111504,"2B","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",476.29,145.173192,1,1,1,0,0,1,"Approximate recap location."
50576,2804172.48,1266638.88,7453.665,"PITRCK","Relocate 2023",2023,"After",230000298012,"2B","Riffle 2",32,193,120,0.3937008,84,"256",4900,"Cobble","LC2","LC",27.19,8.287512,1,1,1,0,0,0,NA
50578,2804190.83,1266621.61,7453.682,"PITRCK","Relocate 2023",2023,"After",230000111666,"2B","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",4.13,1.258824,1,1,1,0,0,0,NA
50580,2803690.96,1266644.91,7448.491,"PITRCK","Relocate 2023",2023,"After",230000111705,"2B","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",502.93,153.293064,1,1,1,0,0,1,NA
50591,2803441.39,1266632.22,7447.864,"PITRCK","Relocate 2023",2023,"After",230000111604,"2B","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",725.48,221.126304,1,1,1,0,0,1,NA
50593,2804145.02,1266630.2,7453.159,"PITRCK","Relocate 2023",2023,"After",230000111726,"2B","Riffle 2",32,330,285,0.9350394,138,"362",32000,"Boulder","SB1","SB",29.1,8.86968,1,1,1,1,0,0,NA
50595,2803781.67,1266641.8,7448.773,"PITRCK","Relocate 2023",2023,"After",230000111638,"2B","Riffle 2",32,165,133,0.43635172,106,"128",3239,"Cobble","SC2","SC",391.47,119.320056,1,1,1,0,0,1,"Approximate recap location."
50597,2803465.58,1266628.95,7448.169,"PITRCK","Relocate 2023",2023,"After",230000111673,"2B","Riffle 2",32,139,96,0.31496064,75,"128",1437,"Cobble","SC2","SC",709.66,216.304368,1,1,1,0,0,1,"Approximate recap location."
50599,2804177.62,1266641.73,7453.953,"PITRCK","Relocate 2023",2023,"After",230000111664,"2B","Riffle 2",32,116,88,0.28871392,67,"90",904,"Cobble","SC1","SC",1.01,0.307848,1,1,1,0,0,0,NA
50600,2805198.11,1266508.7,7457.854,"PITRCK","Relocate 2023",2023,"After",209000133204,"GA1","GravelAug",23,66,55,0.1804462,45,"64",207.5,"Gravel","VCG2","VCG",19.77,6.025896,1,1,1,0,0,0,NA
50601,2805211.26,1266503.68,7457.555,"PITRCK","Relocate 2023",2023,"After",231000039712,"GA1","GravelAug",14,45,36,0.11811024,25,"32",54.5,"Gravel","CG2","CG",5.8,1.76784,1,1,1,0,0,1,NA
50602,2805214.98,1266496.84,7457.637,"PITRCK","Relocate 2023",2023,"After",209000133209,"GA1","GravelAug",23,124,118,0.38713912,87,"128",1659.5,"Cobble","SC2","SC",1.26,0.384048,1,1,1,0,0,0,NA
50603,2805192.09,1266516.01,7456.981,"PITRCK","Relocate 2023",2023,"After",209000133181,"GA1","GravelAug",23,115,81,0.26574804,58,"90",893,"Cobble","SC1","SC",1.63,0.496824,1,1,1,0,0,0,NA
50604,2805191.33,1266510.38,7457.675,"PITRCK","Relocate 2023",2023,"After",226001370216,"GA1","GravelAug",12,24,15,0.0492126,14,"16",4.961,"Gravel","MG2","MG",0.2,0.06096,0,1,1,1,0,1,NA
50605,2805190.11,1266505.02,7458.378,"PITRCK","Relocate 2023",2023,"After",230000298006,"GA1","GravelAug",32,264,167,0.54790028,82,"256",8600,"Cobble","LC2","LC",0.49,0.149352,1,0,0,0,0,0,NA
50606,2805177.59,1266497.84,7454.949,"PITRCK","Relocate 2023",2023,"After",209000133155,"GA1","GravelAug",23,118,85,0.2788714,39,"90",868,"Cobble","SC1","SC",12.79,3.898392,1,1,1,0,0,0,NA
50607,2805164.96,1266523.7,7456.249,"PITRCK","Relocate 2023",2023,"After",231000039751,"GA1","GravelAug",14,36,32,0.10498688,31,"32",58,"Gravel","CG2","CG",6.35,1.93548,1,1,1,1,0,0,NA
50608,2805162.43,1266514.75,7457.162,"PITRCK","Relocate 2023",2023,"After",209000133126,"GA1","GravelAug",23,196,92,0.30183728,78,"128",2591,"Cobble","SC2","SC",7.12,2.170176,1,1,1,0,0,0,NA
50609,2805161.97,1266510.76,7456.56,"PITRCK","Relocate 2023",2023,"After",209000133194,"GA1","GravelAug",23,85,66,0.21653544,42,"64",348,"Gravel","VCG2","VCG",6.69,2.039112,1,1,1,0,0,0,NA
50610,2804794.16,1266584.52,7453.824,"PITRCK","Relocate 2023",2023,"After",209000133134,"GA2","GravelAug",23,63,51,0.16732284,34,"64",157,"Gravel","VCG2","VCG",151.9,46.29912,1,1,1,0,0,1,"Approximate recap location."
50612,2804690.05,1266583.92,7454.466,"PITRCK","Relocate 2023",2023,"After",209000133192,"GA2","GravelAug",32,117,105,0.3444882,60,"128",1101,"Cobble","SC2","SC",253.01,77.117448,1,1,1,1,0,0,NA
50614,2804898.76,1266460.76,7455.419,"PITRCK","Relocate 2023",2023,"After",209000133185,"GA3","GravelAug",23,99,63,0.20669292,40,"64",407,"Gravel","VCG2","VCG",15.69,4.782312,1,1,1,0,0,1,"Approximate recap location."
50616,2804904.04,1266470.24,7456.6,"PITRCK","Relocate 2023",2023,"After",209000133175,"GA3","GravelAug",23,159,105,0.3444882,68,"128",2043,"Cobble","SC2","SC",10.67,3.252216,1,1,1,0,0,1,"Approximate recap location."
50617,2804748.4,1266627.75,7456.105,"PITRCK","Relocate 2023",2023,"After",209000133130,"GA4","GravelAug",23,80,60,0.1968504,36,"64",289,"Gravel","VCG2","VCG",4.63,1.411224,1,1,1,0,0,1,NA
50619,2804316.48,1266571.33,7453.22,"PITRCK","Relocate 2023",2023,"After",209000133137,"GA4","GravelAug",23,165,74,0.24278216,64,"90",1338.5,"Cobble","SC1","SC",435.33,132.688584,1,1,1,1,0,0,NA
50620,2804735.97,1266615.27,7455.592,"PITRCK","Relocate 2023",2023,"After",209000133179,"GA4","GravelAug",23,84,58,0.19028872,47,"64",371,"Gravel","VCG2","VCG",12.69,3.867912,1,1,1,1,0,0,NA
50621,2804508.32,1266578.02,7454.444,"PITRCK","Relocate 2023",2023,"After",209000133147,"GA5","GravelAug",23,65,61,0.20013124,41,"64",265.5,"Gravel","VCG2","VCG",183.9,56.05272,1,1,1,1,0,0,NA
50622,2804659.15,1266599.93,7454.982,"PITRCK","Relocate 2023",2023,"After",230000298016,"GA5","GravelAug",32,250,175,0.574147,98,"256",9700,"Cobble","LC2","LC",30.96,9.436608,1,1,1,0,0,0,NA
50626,2804173.65,1266623.37,7453.15,"PITRCK","Relocate 2023",2023,"After",209000133110,"GA6","GravelAug",23,131,92,0.30183728,72,"128",1429,"Cobble","SC2","SC",251.23,76.574904,1,1,1,1,0,0,NA
50628,2804387.25,1266549.81,7453.353,"PITRCK","Relocate 2023",2023,"After",209000133191,"GA6","GravelAug",23,92,52,0.17060368,50,"64",543,"Gravel","VCG2","VCG",26.11,7.958328,1,1,1,1,0,0,NA
50629,2804231.1,1266587.15,7452.711,"PITRCK","Relocate 2023",2023,"After",209000133151,"GA6","GravelAug",23,90,58,0.19028872,40,"64",295.5,"Gravel","VCG2","VCG",187.18,57.052464,1,1,1,1,0,1,NA
50630,2804193.22,1266526.1,7455.41,"PITRCK","Relocate 2023",2023,"After",226001370205,"Overflow 1C","Overflow",12,35,25,0.082021,18,"32",45,"Gravel","CG2","CG",1.27,0.387096,1,1,1,0,0,1,NA
50631,2804196.45,1266527.43,7455.35,"PITRCK","Relocate 2023",2023,"After",226001370222,"Overflow 1C","Overflow",12,26,18,0.05905512,11,"16",7.0078,"Gravel","MG2","MG",0.16,0.048768,0,1,1,0,0,1,NA
50632,2804197.65,1266532.93,7455.193,"PITRCK","Relocate 2023",2023,"After",226001370230,"Overflow 1C","Overflow",12,47,29,0.09514436,16,"32",59,"Gravel","CG2","CG",3.6,1.09728,1,1,1,0,0,1,NA
50634,2804173.06,1266563.32,7455.044,"PITRCK","Relocate 2023",2023,"After",226001370236,"Overflow 1C","Overflow",12,27,21,0.06889764,16,"32",33,"Gravel","CG2","CG",42.61,12.987528,1,1,1,0,0,1,NA
50636,2804596.08,1266518.97,7456.679,"PITRCK","Relocate 2023",2023,"After",226001370291,"Overflow 1A","Overflow",12,36,29,0.09514436,10,"32",32,"Gravel","CG2","CG",75.78,23.097744,1,1,1,0,0,0,NA
50639,2804431.38,1266547.31,7452.37,"PITRCK","Relocate 2023",2023,"After",226001370204,"Overflow 1A","Overflow",12,21,18,0.05905512,10,"16",5.067,"Gravel","MG2","MG",243.14,74.109072,1,1,1,0,0,1,NA
50700,2806340.14,1266540.5,7460.45,"PITRCK","Relocate 2024",2024,"After",230000111712,"1","Riffle 1",32,176,113,0.37073492,74,"128",2062,"Cobble","SC2","SC",1.05,0.32004,1,1,1,0,0,0,NA
50701,2806340.1,1266546.66,7458.86,"PITRCK","Relocate 2024",2024,"After",231000039738,"1","Riffle 1",14,45,34,0.11154856,23,"32",53.5,"Gravel","CG2","CG",0.23,0.070104,0,1,1,0,0,1,"Approximate recap location."
50702,2806337.52,1266553.09,7458.36,"PITRCK","Relocate 2024",2024,"After",230000111683,"1","Riffle 1",32,132,90,0.2952756,80,"128",1427,"Cobble","SC2","SC",0.49,0.149352,0,1,0,0,0,1,"Approximate recap location."
50703,2806064.46,1266520.04,7456.99,"PITRCK","Relocate 2024",2024,"After",231000039714,"1","Riffle 1",14,55,24,0.07874016,20,"32",52.5,"Gravel","CG2","CG",265.8,81.01584,1,1,1,0,0,1,NA
50705,2806331.51,1266566.22,7459.22,"PITRCK","Relocate 2024",2024,"After",230000111708,"1","Riffle 1",32,181,124,0.40682416,84,"128",2277,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,NA
50707,2806333.54,1266578.16,7459.8,"PITRCK","Relocate 2024",2024,"After",230000111578,"1","Riffle 1",32,374,275,0.902231,144,">256",19700,"Boulder","SB1","SB",0.14,0.042672,0,0,0,0,0,0,NA
50708,2806329.1,1266581.43,7459.04,"PITRCK","Relocate 2024",2024,"After",228000607513,"1","Riffle 1",23,91,60,0.1968504,38,"64",273,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,0,0,1,NA
50709,2806313.68,1266585.8,7458.57,"PITRCK","Relocate 2024",2024,"After",226001370256,"1","Riffle 1",12,20,17,0.05577428,7,"16",2.964,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,"Approximate recap location."
50710,2806334.9,1266594.6,7459.32,"PITRCK","Relocate 2024",2024,"After",230000111717,"1","Riffle 1",32,135,93,0.30511812,59,"90",1398,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,NA
50711,2805607.38,1266527.71,7458.55,"PITRCK","Relocate 2024",2024,"After",231000039702,"1","Riffle 1",14,42,38,0.12467192,25,"32",42,"Gravel","CG2","CG",718.88,219.114624,1,1,1,0,0,1,NA
50712,2806332.46,1266607.76,7459.04,"PITRCK","Relocate 2024",2024,"After",230000111562,"1","Riffle 1",32,197,169,0.55446196,68,"180",3575,"Cobble","LC1","LC",0.12,0.036576,0,0,0,0,0,0,NA
50713,2806326.64,1266611.82,7459.19,"PITRCK","Relocate 2024",2024,"After",230000111746,"1","Riffle 1",32,111,68,0.22309712,59,"90",775,"Cobble","SC1","SC",5.16,1.572768,1,1,1,0,0,0,NA
50714,2806330.48,1266620.69,7459.88,"PITRCK","Relocate 2024",2024,"After",230000111725,"1","Riffle 1",32,312,245,0.8038058,140,"256",18500,"Cobble","LC2","LC",0.26,0.079248,0,0,0,0,0,0,NA
50716,2806208.9,1266599.19,7457.99,"PITRCK","Relocate 2024",2024,"After",230000111631,"1","Riffle 1",32,97,56,0.18372704,50,"64",363,"Gravel","VCG2","VCG",80.7,24.59736,1,1,1,0,0,0,NA
50717,2806267.42,1266622.44,7458.23,"PITRCK","Relocate 2024",2024,"After",228000607546,"1","Riffle 1",23,97,71,0.23293964,35,"64",338,"Gravel","VCG2","VCG",6.09,1.856232,1,1,1,0,0,0,NA
50718,2806329.19,1266654.05,7459.41,"PITRCK","Relocate 2024",2024,"After",228000607532,"1","Riffle 1",23,90,55,0.1804462,42,"64",446,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,0,0,NA
50719,2805242.02,1266566.49,NA,"PITRCK","Relocate 2024",2024,"After",226001370318,"1","Riffle 1",12,28,16,0.05249344,8,"16",6.618,"Gravel","MG2","MG",NA,NA,0,NA,NA,0,0,0,"M34 Detection Only."
50720,2806314.04,1266538.66,7459.67,"PITRCK","Relocate 2024",2024,"After",230000111596,"1","Riffle 1",32,86,73,0.23950132,64,"90",548,"Cobble","SC1","SC",2.27,0.691896,1,1,1,0,0,0,NA
50721,2805553.36,1266496.74,7456.78,"PITRCK","Relocate 2024",2024,"After",226001370376,"1","Riffle 1",12,25,17,0.05577428,7,"16",5.594,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,NA
50722,2806307.53,1266549.88,7458.41,"PITRCK","Relocate 2024",2024,"After",230000111581,"1","Riffle 1",32,113,101,0.33136484,43,"90",755,"Cobble","SC1","SC",0.02,0.006096,0,0,0,0,0,1,NA
50723,2806120.47,1266531.2,7456.95,"PITRCK","Relocate 2024",2024,"After",231000039733,"1","Riffle 1",14,47,37,0.12139108,20,"32",50,"Gravel","CG2","CG",41.16,12.545568,1,1,1,0,0,1,NA
50724,2806309.05,1266556.83,7458.58,"PITRCK","Relocate 2024",2024,"After",230000111734,"1","Riffle 1",32,120,104,0.34120736,64,"128",1233,"Cobble","SC2","SC",0.6,0.18288,1,1,0,1,0,0,NA
50728,2806304.34,1266592.52,7459.04,"PITRCK","Relocate 2024",2024,"After",230000111575,"1","Riffle 1",32,135,96,0.31496064,53,"90",1034,"Cobble","SC1","SC",0.08,0.024384,0,0,0,1,0,0,NA
50729,2806311.78,1266599.72,7459.97,"PITRCK","Relocate 2024",2024,"After",230000111733,"1","Riffle 1",32,303,265,0.8694226,148,">256",15900,"Boulder","SB1","SB",0.14,0.042672,0,0,0,0,0,0,NA
50731,2806271.74,1266620.93,7458.64,"PITRCK","Relocate 2024",2024,"After",230000111700,"1","Riffle 1",32,131,82,0.26902888,56,"90",709,"Cobble","SC1","SC",37.2,11.33856,0,1,1,1,0,0,NA
50732,2806175.16,1266595.61,NA,"PITRCK","Relocate 2024",2024,"After",231000039758,"1","Riffle 1",14,40,33,0.10826772,18,"32",40.5,"Gravel","CG2","CG",55.17,16.815816,0,1,1,0,0,0,"M34 Detection Only."
50733,2806304.17,1266626.23,7458.76,"PITRCK","Relocate 2024",2024,"After",230000111668,"1","Riffle 1",32,177,112,0.36745408,67,"128",1929,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,NA
50734,2806259.68,1266616.59,7458.54,"PITRCK","Relocate 2024",2024,"After",228000607552,"1","Riffle 1",23,75,64,0.20997376,54,"64",543,"Gravel","VCG2","VCG",25.94,7.906512,1,1,1,0,0,0,NA
50735,2806221.95,1266601.08,NA,"PITRCK","Relocate 2024",2024,"After",226001370277,"1","Riffle 1",12,23,15,0.0492126,13,"16",6.062,"Gravel","MG2","MG",93.25,28.4226,0,1,1,0,0,0,"M34 Detection Only."
50736,2806293.14,1266643.03,7457.92,"PITRCK","Relocate 2024",2024,"After",230000111545,"1","Riffle 1",32,121,71,0.23293964,58,"90",829,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,NA
50737,2806303.72,1266653.4,7458.99,"PITRCK","Relocate 2024",2024,"After",230000111540,"1","Riffle 1",32,119,82,0.26902888,59,"90",734,"Cobble","SC1","SC",0.26,0.079248,1,0,0,0,0,0,NA
50738,2806300.46,1266660.13,7459.17,"PITRCK","Relocate 2024",2024,"After",230000111735,"1","Riffle 1",32,141,117,0.38385828,56,"128",1706,"Cobble","SC2","SC",0.51,0.155448,1,1,0,0,0,0,NA
50739,2806108.23,1266588.92,7457.35,"PITRCK","Relocate 2024",2024,"After",226001370243,"1","Riffle 1",12,20,18,0.05905512,11,"16",4.967,"Gravel","MG2","MG",NA,NA,1,NA,NA,0,0,1,NA
50740,2806299.79,1266541.68,7459.03,"PITRCK","Relocate 2024",2024,"After",230000111686,"1","Riffle 1",32,110,78,0.25590552,34,"90",601,"Cobble","SC1","SC",0.65,0.19812,0,1,1,0,0,0,NA
